SampleID,Tree,Forest,Plot,Subplot,Wood_log_ID,Time,Species,Position,control,SampleType,Updown_pooling_18mo,Openmature_pooling,Updown_pooling_18mo_36mo,Procrustes_down,Tag_nb,Installment_date,Water_cont_ini,WSG_ini,Coll_No,Coll_date,Water_cont_later,WSG_later,Remarks,db,dm,dt,L,volume,W_density,Log_mass_ini,Log_Bark_Dry_weight_g,Log_No_Bark_Dry_weight_g,Log_mass_final,ML,ML_percent,t,incubation_time,Bark_thickness_T1,Bark_thickness_T2,Bark_thickness_T3,Bark_thickness_T4,Per_WSG_loss,Termi.assum,W_Carb,W_Nitro,W_Phosp,W_Pota,W_Lignin,W_Cellu,W_Hemicellu,W_Sugar,W_Fiber_content,W_Carb_Nitro_ratio,W_Lignin_Nitro_ratio,W_Lignin_Carb_ratio,B_Carb,B_Nitro,B_Phosp,B_Pota,B_Lignin,B_Cellu,B_Hemicellu,B_Sugar,B_Tannin,B_Carb_Nitro_ratio,B_Lignin_Nitro_ratio,B_Lignin_Carb_ratio
MD354,18,Mature_forest,189,9,7326,36mo,Litsea_cubeba,down,No,Down,,Yes,Yes,,7326,12/11/2011,1.122215984,0.393823248,Coll_6,26/12/2014,1.029756098,0.328,,11,10.7,9.5,50.4,4415.009448,0.357021149,1576.251744,11.57,776.99,789.07,787.1817444,49.94010299,1140,36mo,3.33,3.33,2.81,3.81,16.7139061,1,46.96666667,1.886666667,0.186666667,1.626666667,10.56666667,59.72333333,25.07666667,0.666666667,72.46333333,25.17311746,5.679373476,0.225026152,49.9,10.165,0.585,2.87,27.55,33.94,16.425,0.78,0.33,4.909059676,2.711403229,0.552104209
MD104,18,Mature_forest,189,7,7324,18mo,Litsea_cubeba,down,No,Down,,,,Yes,7324,12/11/2011,1.122215984,0.393823248,Coll_4,13/06/2013,0.414473684,0.312757202,,9.5,9.3,9.1,50.8,3451.329984,0.357021149,1232.197795,21.63,520.14,542.13,690.0677952,56.0030052,579,18mo,1.29,1.87,2.96,3.07,20.5843729,0,46.96666667,1.886666667,0.186666667,1.626666667,10.56666667,59.72333333,25.07666667,0.666666667,72.46333333,25.17311746,5.679373476,0.225026152,49.9,10.165,0.585,2.87,27.55,33.94,16.425,0.78,0.33,4.909059676,2.711403229,0.552104209
MD352,18,Mature_forest,189,3,7327,36mo,Litsea_cubeba,down,No,Down,,,,Yes,7327,12/11/2011,1.122215984,0.393823248,Coll_6,26/12/2014,1.104285714,0.172131148,,11.2,10.2,10.2,49,4141.190297,0.357021149,1478.492517,34.33,517.13,551.87,926.6225166,62.67346679,1140,36mo,2.77,2.77,2.68,3.39,56.2922837,1,46.96666667,1.886666667,0.186666667,1.626666667,10.56666667,59.72333333,25.07666667,0.666666667,72.46333333,25.17311746,5.679373476,0.225026152,49.9,10.165,0.585,2.87,27.55,33.94,16.425,0.78,0.33,4.909059676,2.711403229,0.552104209
MDH105,18,Mature_forest,189,9,7326,18mo,Litsea_cubeba,up,No,OpenMature,,Yes,Yes,,7326,12/11/2011,1.122215984,0.393823248,Coll_4,13/06/2013,0.275862069,0.389784946,,11,10.7,9.5,50.4,4415.009448,0.357021149,1576.251744,11.57,776.99,789.07,787.1817444,49.94010299,579,18mo,3.33,3.33,2.81,3.81,1.0254095,1,46.96666667,1.886666667,0.186666667,1.626666667,10.56666667,59.72333333,25.07666667,0.666666667,72.46333333,25.17311746,5.679373476,0.225026152,49.9,10.165,0.585,2.87,27.55,33.94,16.425,0.78,0.33,4.909059676,2.711403229,0.552104209
MDH354,18,Mature_forest,189,9,7326,36mo,Litsea_cubeba,up,No,OpenMature,,Yes,Yes,,7326,12/11/2011,1.122215984,0.393823248,Coll_6,26/12/2014,0.13,0.295918367,,11,10.7,9.5,50.4,4415.009448,0.357021149,1576.251744,11.57,776.99,789.07,787.1817444,49.94010299,1140,36mo,3.33,3.33,2.81,3.81,24.8601068,1,46.96666667,1.886666667,0.186666667,1.626666667,10.56666667,59.72333333,25.07666667,0.666666667,72.46333333,25.17311746,5.679373476,0.225026152,49.9,10.165,0.585,2.87,27.55,33.94,16.425,0.78,0.33,4.909059676,2.711403229,0.552104209
MD103,18,Mature_forest,189,3,7327,18mo,Litsea_cubeba,down,No,Down,,,,Yes,7327,12/11/2011,1.122215984,0.393823248,Coll_4,13/06/2013,0.231155779,0.369888476,,11.2,10.2,10.2,49,4141.190297,0.357021149,1478.492517,34.33,517.13,551.87,926.6225166,62.67346679,579,18mo,2.77,2.77,2.68,3.39,6.0775417,0,46.96666667,1.886666667,0.186666667,1.626666667,10.56666667,59.72333333,25.07666667,0.666666667,72.46333333,25.17311746,5.679373476,0.225026152,49.9,10.165,0.585,2.87,27.55,33.94,16.425,0.78,0.33,4.909059676,2.711403229,0.552104209
MD353,18,Mature_forest,189,7,7324,36mo,Litsea_cubeba,down,No,Down,,,,Yes,7324,12/11/2011,1.122215984,0.393823248,Coll_6,26/12/2014,0.836086957,0.203539823,,9.5,9.3,9.1,50.8,3451.329984,0.357021149,1232.197795,21.63,520.14,542.13,690.0677952,56.0030052,1140,36mo,1.29,1.87,2.96,3.07,48.316961,0,46.96666667,1.886666667,0.186666667,1.626666667,10.56666667,59.72333333,25.07666667,0.666666667,72.46333333,25.17311746,5.679373476,0.225026152,49.9,10.165,0.585,2.87,27.55,33.94,16.425,0.78,0.33,4.909059676,2.711403229,0.552104209
105,19,Regenerating_forest,271,5,7329,36mo,Litsea_cubeba,down,No,PilotSample,Yes,,Yes,,7329,09/11/2011,1.234903434,0.407485222,Coll_6,14/01/2015,0.533333333,0.25862069,,9.5,9.3,8.9,50,3373.416383,0.370815645,1250.915573,3.55,659.91,665.08,585.8355731,46.83254296,1162,36mo,1.93,1.93,1.46,1.46,36.5324983,1,46.96666667,1.886666667,0.186666667,1.626666667,10.56666667,59.72333333,25.07666667,0.666666667,72.46333333,25.17311746,5.679373476,0.225026152,49.9,10.165,0.585,2.87,27.55,33.94,16.425,0.78,0.33,4.909059676,2.711403229,0.552104209
50,19,Regenerating_forest,271,5,7329,12mo,Litsea_cubeba,down,No,PilotSample,Yes,,Yes,,7329,09/11/2011,1.234903434,0.407485222,Coll_3,22/12/2012,0.881944444,0.306382979,,9.5,9.3,8.9,50,3373.416383,0.370815645,1250.915573,3.55,659.91,665.08,585.8355731,46.83254296,409,12mo,1.93,1.93,1.46,1.46,24.8112662,0,46.96666667,1.886666667,0.186666667,1.626666667,10.56666667,59.72333333,25.07666667,0.666666667,72.46333333,25.17311746,5.679373476,0.225026152,49.9,10.165,0.585,2.87,27.55,33.94,16.425,0.78,0.33,4.909059676,2.711403229,0.552104209
MD183,19,Regenerating_forest,271,1,7331,18mo,Litsea_cubeba,down,No,Down,,,,Yes,7331,09/11/2011,1.234903434,0.407485222,Coll_4,09/06/2013,0.573770492,0.31202046,,8.9,8.8,8.6,50.2,3041.989579,0.370815645,1128.017329,12.82,489.82,505.05,622.9673289,55.22675165,578,18mo,2.52,2.52,2.01,2.36,23.4277848,0,46.96666667,1.886666667,0.186666667,1.626666667,10.56666667,59.72333333,25.07666667,0.666666667,72.46333333,25.17311746,5.679373476,0.225026152,49.9,10.165,0.585,2.87,27.55,33.94,16.425,0.78,0.33,4.909059676,2.711403229,0.552104209
M328,19,Regenerating_forest,271,5,7329,18mo,Litsea_cubeba,up,No,UpDown,Yes,,Yes,,7329,09/11/2011,1.234903434,0.407485222,Coll_4,09/06/2013,0.360759494,0.350332594,,9.5,9.3,8.9,50,3373.416383,0.370815645,1250.915573,3.55,659.91,665.08,585.8355731,46.83254296,578,18mo,1.93,1.93,1.46,1.46,14.0256934,0,46.96666667,1.886666667,0.186666667,1.626666667,10.56666667,59.72333333,25.07666667,0.666666667,72.46333333,25.17311746,5.679373476,0.225026152,49.9,10.165,0.585,2.87,27.55,33.94,16.425,0.78,0.33,4.909059676,2.711403229,0.552104209
MD429,19,Regenerating_forest,271,5,7329,36mo,Litsea_cubeba,up,No,Down,,,Yes,,7329,09/11/2011,1.234903434,0.407485222,Coll_6,14/01/2015,1.611111111,0.243243243,,9.5,9.3,8.9,50,3373.416383,0.370815645,1250.915573,3.55,659.91,665.08,585.8355731,46.83254296,1162,36mo,1.93,1.93,1.46,1.46,40.3062418,1,46.96666667,1.886666667,0.186666667,1.626666667,10.56666667,59.72333333,25.07666667,0.666666667,72.46333333,25.17311746,5.679373476,0.225026152,49.9,10.165,0.585,2.87,27.55,33.94,16.425,0.78,0.33,4.909059676,2.711403229,0.552104209
MD426,19,Regenerating_forest,271,9,7328,36mo,Litsea_cubeba,down,No,Down,,,,Yes,7328,09/11/2011,1.234903434,0.407485222,Coll_6,14/01/2015,1.944444444,0.219512195,,8.6,8.4,8.4,51,2849.000736,0.370815645,1056.454047,13.36,218.31,232.93,823.5240465,77.95171487,1162,36mo,2.08,2.27,2.21,1.82,46.1300231,1,46.96666667,1.886666667,0.186666667,1.626666667,10.56666667,59.72333333,25.07666667,0.666666667,72.46333333,25.17311746,5.679373476,0.225026152,49.9,10.165,0.585,2.87,27.55,33.94,16.425,0.78,0.33,4.909059676,2.711403229,0.552104209
MD430,19,Regenerating_forest,271,7,7330,36mo,Litsea_cubeba,down,No,Down,,,,Yes,7330,09/11/2011,1.234903434,0.407485222,Coll_6,14/01/2015,1.685714286,0.221518987,,8.4,8.3,8,50.2,2694.966337,0.370815645,999.3356815,10.08,347.41,360.37,638.9656815,63.93904404,1162,36mo,1.8,2.12,1.78,1.78,45.6375409,0,46.96666667,1.886666667,0.186666667,1.626666667,10.56666667,59.72333333,25.07666667,0.666666667,72.46333333,25.17311746,5.679373476,0.225026152,49.9,10.165,0.585,2.87,27.55,33.94,16.425,0.78,0.33,4.909059676,2.711403229,0.552104209
M16,19,Initial,NA,NA,NA,0mo,Litsea_cubeba,Initial,No,Initial,Yes,Yes,Yes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.96666667,1.886666667,0.186666667,1.626666667,10.56666667,59.72333333,25.07666667,0.666666667,72.46333333,25.17311746,5.679373476,0.225026152,49.9,10.165,0.585,2.87,27.55,33.94,16.425,0.78,0.33,4.909059676,2.711403229,0.552104209
MD427,19,Regenerating_forest,271,3,7332,36mo,Litsea_cubeba,down,No,Down,,,,Yes,7332,09/11/2011,1.234903434,0.407485222,Coll_6,14/01/2015,2.888888889,0.236842105,,10.7,10.6,9.6,49,4208.217492,0.370815645,1560.472885,12.05,366,380.87,1179.602885,75.59265504,1162,36mo,2.08,2.08,1.8,1.3,41.8771302,0,46.96666667,1.886666667,0.186666667,1.626666667,10.56666667,59.72333333,25.07666667,0.666666667,72.46333333,25.17311746,5.679373476,0.225026152,49.9,10.165,0.585,2.87,27.55,33.94,16.425,0.78,0.33,4.909059676,2.711403229,0.552104209
MD428,19,Regenerating_forest,271,1,7331,36mo,Litsea_cubeba,down,No,Down,,,,Yes,7331,09/11/2011,1.234903434,0.407485222,Coll_6,14/01/2015,2.724137931,0.273584906,,8.9,8.8,8.6,50.2,3041.989579,0.370815645,1128.017329,12.82,489.82,505.05,622.9673289,55.22675165,1162,36mo,2.52,2.52,2.01,2.36,32.8601649,0,46.96666667,1.886666667,0.186666667,1.626666667,10.56666667,59.72333333,25.07666667,0.666666667,72.46333333,25.17311746,5.679373476,0.225026152,49.9,10.165,0.585,2.87,27.55,33.94,16.425,0.78,0.33,4.909059676,2.711403229,0.552104209
MD184,19,Regenerating_forest,271,5,7329,18mo,Litsea_cubeba,down,No,Down,Yes,,Yes,,7329,09/11/2011,1.234903434,0.407485222,Coll_4,09/06/2013,0.278571429,0.335731415,,9.5,9.3,8.9,50,3373.416383,0.370815645,1250.915573,3.55,659.91,665.08,585.8355731,46.83254296,578,18mo,1.93,1.93,1.46,1.46,17.6089348,0,46.96666667,1.886666667,0.186666667,1.626666667,10.56666667,59.72333333,25.07666667,0.666666667,72.46333333,25.17311746,5.679373476,0.225026152,49.9,10.165,0.585,2.87,27.55,33.94,16.425,0.78,0.33,4.909059676,2.711403229,0.552104209
MD182,19,Regenerating_forest,271,3,7332,18mo,Litsea_cubeba,down,No,Down,,,,Yes,7332,09/11/2011,1.234903434,0.407485222,Coll_4,09/06/2013,0.724770642,0.417624521,,10.7,10.6,9.6,49,4208.217492,0.370815645,1560.472885,12.05,366,380.87,1179.602885,75.59265504,578,18mo,2.08,2.08,1.8,1.3,13.3426912,0,46.96666667,1.886666667,0.186666667,1.626666667,10.56666667,59.72333333,25.07666667,0.666666667,72.46333333,25.17311746,5.679373476,0.225026152,49.9,10.165,0.585,2.87,27.55,33.94,16.425,0.78,0.33,4.909059676,2.711403229,0.552104209
MD181,19,Regenerating_forest,271,9,7328,18mo,Litsea_cubeba,down,No,Down,,,,Yes,7328,09/11/2011,1.234903434,0.407485222,Coll_4,09/06/2013,0.711711712,0.333333333,,8.6,8.4,8.4,51,2849.000736,0.370815645,1056.454047,13.36,218.31,232.93,823.5240465,77.95171487,578,18mo,2.08,2.27,2.21,1.82,18.1974425,1,46.96666667,1.886666667,0.186666667,1.626666667,10.56666667,59.72333333,25.07666667,0.666666667,72.46333333,25.17311746,5.679373476,0.225026152,49.9,10.165,0.585,2.87,27.55,33.94,16.425,0.78,0.33,4.909059676,2.711403229,0.552104209
MD185,19,Regenerating_forest,271,7,7330,18mo,Litsea_cubeba,down,No,Down,,,,Yes,7330,09/11/2011,1.234903434,0.407485222,Coll_4,09/06/2013,6.333333333,0.199052133,,8.4,8.3,8,50.2,2694.966337,0.370815645,999.3356815,10.08,347.41,360.37,638.9656815,63.93904404,578,18mo,1.8,2.12,1.78,1.78,51.1510793,0,46.96666667,1.886666667,0.186666667,1.626666667,10.56666667,59.72333333,25.07666667,0.666666667,72.46333333,25.17311746,5.679373476,0.225026152,49.9,10.165,0.585,2.87,27.55,33.94,16.425,0.78,0.33,4.909059676,2.711403229,0.552104209
M327,19,Regenerating_forest,271,5,7329,18mo,Litsea_cubeba,down,No,UpDown,Yes,,Yes,,7329,09/11/2011,1.234903434,0.407485222,Coll_4,09/06/2013,0.278571429,0.335731415,,9.5,9.3,8.9,50,3373.416383,0.370815645,1250.915573,3.55,659.91,665.08,585.8355731,46.83254296,578,18mo,1.93,1.93,1.46,1.46,17.6089348,0,46.96666667,1.886666667,0.186666667,1.626666667,10.56666667,59.72333333,25.07666667,0.666666667,72.46333333,25.17311746,5.679373476,0.225026152,49.9,10.165,0.585,2.87,27.55,33.94,16.425,0.78,0.33,4.909059676,2.711403229,0.552104209
113,2,Regenerating_forest,381,5,7118,36mo,Litsea_cubeba,down,No,PilotSample,Yes,,Yes,,7118,27/10/2011,0.63105268,0.479873823,Coll_6,18/12/2014,1.950545455,0.375426621,,9.6,10,11.1,50.4,4059.808377,0.436739315,1773.07793,46.15,533.55,580.53,1192.54793,67.25863031,1148,36mo,2.84,3.28,4.49,4.29,21.765555,0,46.96666667,1.886666667,0.186666667,1.626666667,10.56666667,59.72333333,25.07666667,0.666666667,72.46333333,25.17311746,5.679373476,0.225026152,49.9,10.165,0.585,2.87,27.55,33.94,16.425,0.78,0.33,4.909059676,2.711403229,0.552104209
MD468,2,Regenerating_forest,381,5,7118,36mo,Litsea_cubeba,up,No,Down,,,Yes,,7118,27/10/2011,0.63105268,0.479873823,Coll_6,18/12/2014,3.537073171,0.214659686,,9.6,10,11.1,50.4,4059.808377,0.436739315,1773.07793,46.15,533.55,580.53,1192.54793,67.25863031,1148,36mo,2.84,3.28,4.49,4.29,55.2674733,0,46.96666667,1.886666667,0.186666667,1.626666667,10.56666667,59.72333333,25.07666667,0.666666667,72.46333333,25.17311746,5.679373476,0.225026152,49.9,10.165,0.585,2.87,27.55,33.94,16.425,0.78,0.33,4.909059676,2.711403229,0.552104209
MD466,2,Regenerating_forest,381,3,7116,36mo,Litsea_cubeba,down,No,Down,,,,Yes,7116,27/10/2011,0.63105268,0.479873823,Coll_6,18/12/2014,2.539038462,0.282608696,,9.4,9.4,9.6,50.4,3522.718496,0.436739315,1538.509663,3.77,229.34,233.6,1304.909663,84.81647496,1148,36mo,4.05,3.48,2.94,4.29,41.1077074,0,46.96666667,1.886666667,0.186666667,1.626666667,10.56666667,59.72333333,25.07666667,0.666666667,72.46333333,25.17311746,5.679373476,0.225026152,49.9,10.165,0.585,2.87,27.55,33.94,16.425,0.78,0.33,4.909059676,2.711403229,0.552104209
MD223,2,Regenerating_forest,381,9,7115,18mo,Litsea_cubeba,down,No,Down,,,,Yes,7115,27/10/2011,0.63105268,0.479873823,Coll_4,22/06/2013,1.551181102,0.296728972,,9.4,9.4,9,51,3490.152743,0.436739315,1524.286918,23.52,487.25,512.25,1012.036918,66.39412213,604,18mo,4.09,3.65,3.79,3.15,38.1652097,0,46.96666667,1.886666667,0.186666667,1.626666667,10.56666667,59.72333333,25.07666667,0.666666667,72.46333333,25.17311746,5.679373476,0.225026152,49.9,10.165,0.585,2.87,27.55,33.94,16.425,0.78,0.33,4.909059676,2.711403229,0.552104209
MD467,2,Regenerating_forest,381,9,7115,36mo,Litsea_cubeba,down,No,Down,,,,Yes,7115,27/10/2011,0.63105268,0.479873823,Coll_6,18/12/2014,1.745514019,0.367697595,,9.4,9.4,9,51,3490.152743,0.436739315,1524.286918,23.52,487.25,512.25,1012.036918,66.39412213,1148,36mo,4.09,3.65,3.79,3.15,23.3761924,0,46.96666667,1.886666667,0.186666667,1.626666667,10.56666667,59.72333333,25.07666667,0.666666667,72.46333333,25.17311746,5.679373476,0.225026152,49.9,10.165,0.585,2.87,27.55,33.94,16.425,0.78,0.33,4.909059676,2.711403229,0.552104209
58,2,Regenerating_forest,381,5,7118,12mo,Litsea_cubeba,down,No,PilotSample,Yes,,Yes,,7118,27/10/2011,0.63105268,0.479873823,Coll_3,27/12/2012,0.820610687,0.424635332,,9.6,10,11.1,50.4,4059.808377,0.436739315,1773.07793,46.15,533.55,580.53,1192.54793,67.25863031,427,12mo,2.84,3.28,4.49,4.29,11.5110446,0,46.96666667,1.886666667,0.186666667,1.626666667,10.56666667,59.72333333,25.07666667,0.666666667,72.46333333,25.17311746,5.679373476,0.225026152,49.9,10.165,0.585,2.87,27.55,33.94,16.425,0.78,0.33,4.909059676,2.711403229,0.552104209
M343,2,Regenerating_forest,381,5,7118,18mo,Litsea_cubeba,down,No,UpDown,Yes,,Yes,,7118,27/10/2011,0.63105268,0.479873823,Coll_4,22/06/2013,0.64,0.431034483,,9.6,10,11.1,50.4,4059.808377,0.436739315,1773.07793,46.15,533.55,580.53,1192.54793,67.25863031,604,18mo,2.84,3.28,4.49,4.29,10.1775379,0,46.96666667,1.886666667,0.186666667,1.626666667,10.56666667,59.72333333,25.07666667,0.666666667,72.46333333,25.17311746,5.679373476,0.225026152,49.9,10.165,0.585,2.87,27.55,33.94,16.425,0.78,0.33,4.909059676,2.711403229,0.552104209
M2,2,Initial,NA,NA,NA,0mo,Litsea_cubeba,Initial,No,Initial,Yes,Yes,Yes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.96666667,1.886666667,0.186666667,1.626666667,10.56666667,59.72333333,25.07666667,0.666666667,72.46333333,25.17311746,5.679373476,0.225026152,49.9,10.165,0.585,2.87,27.55,33.94,16.425,0.78,0.33,4.909059676,2.711403229,0.552104209
MD222,2,Regenerating_forest,381,3,7116,18mo,Litsea_cubeba,down,No,Down,,,,Yes,7116,27/10/2011,0.63105268,0.479873823,Coll_4,22/06/2013,1.457317073,0.4,,9.4,9.4,9.6,50.4,3522.718496,0.436739315,1538.509663,3.77,229.34,233.6,1304.909663,84.81647496,604,18mo,4.05,3.48,2.94,4.29,16.6447552,0,46.96666667,1.886666667,0.186666667,1.626666667,10.56666667,59.72333333,25.07666667,0.666666667,72.46333333,25.17311746,5.679373476,0.225026152,49.9,10.165,0.585,2.87,27.55,33.94,16.425,0.78,0.33,4.909059676,2.711403229,0.552104209
M344,2,Regenerating_forest,381,5,7118,18mo,Litsea_cubeba,up,No,UpDown,Yes,,Yes,,7118,27/10/2011,0.63105268,0.479873823,Coll_4,22/06/2013,0.551401869,0.306590258,,9.6,10,11.1,50.4,4059.808377,0.436739315,1773.07793,46.15,533.55,580.53,1192.54793,67.25863031,604,18mo,2.84,3.28,4.49,4.29,36.110235,0,46.96666667,1.886666667,0.186666667,1.626666667,10.56666667,59.72333333,25.07666667,0.666666667,72.46333333,25.17311746,5.679373476,0.225026152,49.9,10.165,0.585,2.87,27.55,33.94,16.425,0.78,0.33,4.909059676,2.711403229,0.552104209
MD225,2,Regenerating_forest,381,1,7117,18mo,Litsea_cubeba,down,No,Down,,,,Yes,7117,27/10/2011,0.63105268,0.479873823,Coll_4,22/06/2013,0.766423358,0.419601838,,8.2,9.2,8.9,51,3237.871044,0.436739315,1414.105582,40.34,235.47,276.3,1137.805582,80.46114777,604,18mo,3.55,3.58,3.35,3.93,12.5599652,0,46.96666667,1.886666667,0.186666667,1.626666667,10.56666667,59.72333333,25.07666667,0.666666667,72.46333333,25.17311746,5.679373476,0.225026152,49.9,10.165,0.585,2.87,27.55,33.94,16.425,0.78,0.33,4.909059676,2.711403229,0.552104209
MD231,2,Open_land,382,1,7113,18mo,Litsea_cubeba,down,No,Down,,,,Yes,7113,27/10/2011,0.63105268,0.479873823,Coll_4,21/06/2013,0.243243243,0.331838565,,10.7,10.6,11.5,50.6,4611.165803,0.436739315,2013.877394,36.72,305.17,344.13,1669.747394,82.91206798,603,18mo,3.87,3.86,4.29,3.84,30.8487879,0,46.96666667,1.886666667,0.186666667,1.626666667,10.56666667,59.72333333,25.07666667,0.666666667,72.46333333,25.17311746,5.679373476,0.225026152,49.9,10.165,0.585,2.87,27.55,33.94,16.425,0.78,0.33,4.909059676,2.711403229,0.552104209
MD221,2,Regenerating_forest,381,7,7112,18mo,Litsea_cubeba,down,No,Down,,,,Yes,7112,27/10/2011,0.63105268,0.479873823,Coll_4,22/06/2013,0.215517241,0.389261745,,10.8,11.3,11.8,49.4,4957.435848,0.436739315,2165.107137,80.45,836.07,918.74,1246.367137,57.56607217,604,18mo,4.11,4.1,5.09,4.5,18.8824799,0,46.96666667,1.886666667,0.186666667,1.626666667,10.56666667,59.72333333,25.07666667,0.666666667,72.46333333,25.17311746,5.679373476,0.225026152,49.9,10.165,0.585,2.87,27.55,33.94,16.425,0.78,0.33,4.909059676,2.711403229,0.552104209
MD232,2,Open_land,382,9,7114,18mo,Litsea_cubeba,down,No,Down,,,,Yes,7114,27/10/2011,0.63105268,0.479873823,Coll_4,21/06/2013,1.805147059,0.34085213,,9,9.1,9.5,50.8,3341.410358,0.436739315,1459.325271,30.61,343.83,375.16,1084.165271,74.29222892,603,18mo,3.93,2.9,4.26,4.09,28.9704679,0,46.96666667,1.886666667,0.186666667,1.626666667,10.56666667,59.72333333,25.07666667,0.666666667,72.46333333,25.17311746,5.679373476,0.225026152,49.9,10.165,0.585,2.87,27.55,33.94,16.425,0.78,0.33,4.909059676,2.711403229,0.552104209
MD476,2,Open_land,382,9,7114,36mo,Litsea_cubeba,down,No,Down,,,,Yes,7114,27/10/2011,0.63105268,0.479873823,Coll_6,16/12/2014,0.70779661,0.7375,,9,9.1,9.5,50.8,3341.410358,0.436739315,1459.325271,30.61,343.83,375.16,1084.165271,74.29222892,1146,36mo,3.93,2.9,4.26,4.09,54.6982364,0,46.96666667,1.886666667,0.186666667,1.626666667,10.56666667,59.72333333,25.07666667,0.666666667,72.46333333,25.17311746,5.679373476,0.225026152,49.9,10.165,0.585,2.87,27.55,33.94,16.425,0.78,0.33,4.909059676,2.711403229,0.552104209
MD475,2,Open_land,382,1,7113,36mo,Litsea_cubeba,down,No,Down,,,,Yes,7113,27/10/2011,0.63105268,0.479873823,Coll_6,16/12/2014,1.739237288,0.411149826,,10.7,10.6,11.5,50.6,4611.165803,0.436739315,2013.877394,36.72,305.17,344.13,1669.747394,82.91206798,1146,36mo,3.87,3.86,4.29,3.84,14.321264,0,46.96666667,1.886666667,0.186666667,1.626666667,10.56666667,59.72333333,25.07666667,0.666666667,72.46333333,25.17311746,5.679373476,0.225026152,49.9,10.165,0.585,2.87,27.55,33.94,16.425,0.78,0.33,4.909059676,2.711403229,0.552104209
MD469,2,Regenerating_forest,381,1,7117,36mo,Litsea_cubeba,down,No,Down,,,,Yes,7117,27/10/2011,0.63105268,0.479873823,Coll_6,18/12/2014,2.32826087,0.205357143,,8.2,9.2,8.9,51,3237.871044,0.436739315,1414.105582,40.34,235.47,276.3,1137.805582,80.46114777,1148,36mo,3.55,3.58,3.35,3.93,57.2060127,0,46.96666667,1.886666667,0.186666667,1.626666667,10.56666667,59.72333333,25.07666667,0.666666667,72.46333333,25.17311746,5.679373476,0.225026152,49.9,10.165,0.585,2.87,27.55,33.94,16.425,0.78,0.33,4.909059676,2.711403229,0.552104209
MD465,2,Regenerating_forest,381,7,7112,36mo,Litsea_cubeba,down,No,Down,,,,Yes,7112,27/10/2011,0.63105268,0.479873823,Coll_6,18/12/2014,2.15,0.235955056,,10.8,11.3,11.8,49.4,4957.435848,0.436739315,2165.107137,80.45,836.07,918.74,1246.367137,57.56607217,1148,36mo,4.11,4.1,5.09,4.5,50.8297711,0,46.96666667,1.886666667,0.186666667,1.626666667,10.56666667,59.72333333,25.07666667,0.666666667,72.46333333,25.17311746,5.679373476,0.225026152,49.9,10.165,0.585,2.87,27.55,33.94,16.425,0.78,0.33,4.909059676,2.711403229,0.552104209
MD322,20,Mature_forest,107,1,7338,36mo,Litsea_cubeba,down,No,Down,,,,Yes,7338,08/11/2011,1.238329238,0.381756361,Coll_6,24/12/2014,0.532424242,0.272727273,,10,9.6,9.3,50.6,3676.917567,0.345996493,1272.200584,0,83.88,83.88,1188.320584,93.40670009,1142,36mo,1.88,1.88,2.04,1.53,28.5598615,1,46.96666667,1.886666667,0.186666667,1.626666667,10.56666667,59.72333333,25.07666667,0.666666667,72.46333333,25.17311746,5.679373476,0.225026152,49.9,10.165,0.585,2.87,27.55,33.94,16.425,0.78,0.33,4.909059676,2.711403229,0.552104209
MD323,20,Mature_forest,107,3,7337,36mo,Litsea_cubeba,down,No,Down,,,,Yes,7337,08/11/2011,1.238329238,0.381756361,Coll_6,24/12/2014,1.573333333,0.2,,8.4,8.6,8.4,50.2,2871.336415,0.345996493,993.4723306,0.36,59.19,59.69,933.7823306,93.99178033,1142,36mo,1.89,1.36,2.15,2.15,47.6105652,1,46.96666667,1.886666667,0.186666667,1.626666667,10.56666667,59.72333333,25.07666667,0.666666667,72.46333333,25.17311746,5.679373476,0.225026152,49.9,10.165,0.585,2.87,27.55,33.94,16.425,0.78,0.33,4.909059676,2.711403229,0.552104209
M279,20,Mature_forest,107,5,7333,18mo,Litsea_cubeba,up,No,UpDown,Yes,,Yes,,7333,08/11/2011,1.238329238,0.381756361,Coll_4,19/06/2013,0.53968254,0.296238245,,8.9,8.9,8.7,49.6,3062.831169,0.345996493,1059.728844,0,49.67,49.67,1010.058844,95.31295196,589,18mo,1.89,1.92,2.15,1.75,22.4012288,1,46.96666667,1.886666667,0.186666667,1.626666667,10.56666667,59.72333333,25.07666667,0.666666667,72.46333333,25.17311746,5.679373476,0.225026152,49.9,10.165,0.585,2.87,27.55,33.94,16.425,0.78,0.33,4.909059676,2.711403229,0.552104209
