SampleID,Tree,Forest,Plot,Subplot,Wood_log_ID,Time,Species,Position,control,SampleType,Updown_pooling_18mo,Openmature_pooling,Updown_pooling_18mo_36mo,Procrustes_down,Tag_nb,Installment_date,Water_cont_ini,WSG_ini,Coll_No,Coll_date,Water_cont_later,WSG_later,Remarks,db,dm,dt,L,volume,W_density,Log_mass_ini,Log_Bark_Dry_weight_g,Log_No_Bark_Dry_weight_g,Log_mass_final,ML,ML_percent,t,incubation_time,Bark_thickness_T1,Bark_thickness_T2,Bark_thickness_T3,Bark_thickness_T4,Per_WSG_loss,Termi.assum,W_Carb,W_Nitro,W_Phosp,W_Pota,W_Lignin,W_Cellu,W_Hemicellu,W_Sugar,W_Fiber_content,W_Carb_Nitro_ratio,W_Lignin_Nitro_ratio,W_Lignin_Carb_ratio,B_Carb,B_Nitro,B_Phosp,B_Pota,B_Lignin,B_Cellu,B_Hemicellu,B_Sugar,B_Tannin,B_Carb_Nitro_ratio,B_Lignin_Nitro_ratio,B_Lignin_Carb_ratio
MD193,9,Open_land,357,7,7166,18mo,Litsea_cubeba,down,No,Down,,,,Yes,7166,25/11/2011,0.809196775,0.389271496,Coll_4,06/06/2013,3.666666667,0.204545455,,10.8,10.7,10.4,51,4558.027328,0.347127569,1582.216944,0,117.78,117.78,1464.436944,92.55601449,559,18mo,3.35,3.12,2.74,2.92,47.4542945,0,46.96666667,1.886666667,0.186666667,1.626666667,10.56666667,59.72333333,25.07666667,0.666666667,72.46333333,25.17311746,5.679373476,0.225026152,49.9,10.165,0.585,2.87,27.55,33.94,16.425,0.78,0.33,4.909059676,2.711403229,0.552104209
M340,9,Regenerating_forest,372,5,7160,18mo,Litsea_cubeba,up,No,UpDown,Yes,,Yes,,7160,25/11/2011,0.809196775,0.389271496,Coll_4,18/06/2013,0.561538462,0.320197044,,10.8,10.7,11.4,50.4,4648.225605,0.347127569,1613.527253,9.8,676.24,686.15,927.3772526,57.47515271,571,18mo,3.72,3.4,3.1,2.9,17.744544,0,46.96666667,1.886666667,0.186666667,1.626666667,10.56666667,59.72333333,25.07666667,0.666666667,72.46333333,25.17311746,5.679373476,0.225026152,49.9,10.165,0.585,2.87,27.55,33.94,16.425,0.78,0.33,4.909059676,2.711403229,0.552104209
M339,9,Regenerating_forest,372,5,7160,18mo,Litsea_cubeba,down,No,UpDown,Yes,,Yes,,7160,25/11/2011,0.809196775,0.389271496,Coll_4,18/06/2013,0.979166667,0.298755187,,10.8,10.7,11.4,50.4,4648.225605,0.347127569,1613.527253,9.8,676.24,686.15,927.3772526,57.47515271,571,18mo,3.72,3.4,3.1,2.9,23.2527454,0,46.96666667,1.886666667,0.186666667,1.626666667,10.56666667,59.72333333,25.07666667,0.666666667,72.46333333,25.17311746,5.679373476,0.225026152,49.9,10.165,0.585,2.87,27.55,33.94,16.425,0.78,0.33,4.909059676,2.711403229,0.552104209
MDH192,9,Open_land,357,9,7167,18mo,Litsea_cubeba,up,No,OpenMature,,Yes,Yes,,7167,25/11/2011,0.809196775,0.389271496,Coll_4,06/06/2013,2.722972973,0.209631728,,9.2,8.9,8.9,50.8,3196.446785,0.347127569,1109.574801,0,30.48,30.48,1079.094801,97.25300178,559,18mo,4.05,3.26,2.79,3.76,46.1476809,1,46.96666667,1.886666667,0.186666667,1.626666667,10.56666667,59.72333333,25.07666667,0.666666667,72.46333333,25.17311746,5.679373476,0.225026152,49.9,10.165,0.585,2.87,27.55,33.94,16.425,0.78,0.33,4.909059676,2.711403229,0.552104209
98,A,Regenerating_forest,234,5,7204,36mo,Castanopsis_mekongensis,down,No,PilotSample,Yes,,Yes,,7204,13/11/2011,0.752907305,0.613854524,Coll_6,27/12/2014,2.019047619,0.308823529,,11.8,10.8,10.8,50,4728.359264,0.536089338,2534.822988,295.68,1416.31,1713.62,821.2029883,32.39685738,1140,36mo,5.9,3.88,4.43,3.92,49.6910885,0,47.36666667,2.916666667,0.063333333,1.163333333,24.18333333,53.24333333,15.47666667,0.336666667,76.12,16.3381844,8.278215451,0.510665353,47.4,5.76,0.28,2.02,25.46,44.27,9.58,0.32,1.28,8.229166667,4.420138889,0.537130802
43,A,Regenerating_forest,234,5,7204,12mo,Castanopsis_mekongensis,down,No,PilotSample,Yes,,Yes,,7204,13/11/2011,0.752907305,0.613854524,Coll_3,07/12/2012,1.230414747,0.455882353,,11.8,10.8,10.8,50,4728.359264,0.536089338,2534.822988,295.68,1416.31,1713.62,821.2029883,32.39685738,390,12mo,5.9,3.88,4.43,3.92,25.7344639,0,47.36666667,2.916666667,0.063333333,1.163333333,24.18333333,53.24333333,15.47666667,0.336666667,76.12,16.3381844,8.278215451,0.510665353,47.4,5.76,0.28,2.02,25.46,44.27,9.58,0.32,1.28,8.229166667,4.420138889,0.537130802
MD48,A,Regenerating_forest,83,7,7201,18mo,Castanopsis_mekongensis,down,No,Down,,,,Yes,7201,05/11/2011,0.752907305,0.613854524,Coll_4,14/06/2013,0.337579618,0.468656716,,9.8,9.8,9.9,50.8,3844.926034,0.536089338,2061.223853,33.06,600.66,634.49,1426.733853,69.21780237,587,18mo,4.62,4.65,5.1,4.66,23.6534557,1,47.36666667,2.916666667,0.063333333,1.163333333,24.18333333,53.24333333,15.47666667,0.336666667,76.12,16.3381844,8.278215451,0.510665353,47.4,5.76,0.28,2.02,25.46,44.27,9.58,0.32,1.28,8.229166667,4.420138889,0.537130802
MD404,A,Regenerating_forest,234,1,7206,36mo,Castanopsis_mekongensis,down,No,Down,,,,Yes,7206,13/11/2011,0.752907305,0.613854524,Coll_6,27/12/2014,2.057352941,0.311926606,,10,9.4,9.5,50.8,3615.378211,0.536089338,1938.165712,226.93,1346.44,1575.69,362.4757122,18.70199797,1140,36mo,4.32,4.9,4.84,4.84,49.1855818,0,47.36666667,2.916666667,0.063333333,1.163333333,24.18333333,53.24333333,15.47666667,0.336666667,76.12,16.3381844,8.278215451,0.510665353,47.4,5.76,0.28,2.02,25.46,44.27,9.58,0.32,1.28,8.229166667,4.420138889,0.537130802
MDH383,A,Mature_forest,214,1,7209,36mo,Castanopsis_mekongensis,up,No,OpenMature,,Yes,Yes,,7209,13/11/2011,0.752907305,0.613854524,Coll_6,26/12/2014,1.299710145,0.530769231,,12.2,11.5,11.3,48,5061.294819,0.536089338,2713.30619,355.83,2026.27,2383.73,329.5761896,12.14666413,1139,36mo,7.7,8.83,6.8,3.93,13.5350135,0,47.36666667,2.916666667,0.063333333,1.163333333,24.18333333,53.24333333,15.47666667,0.336666667,76.12,16.3381844,8.278215451,0.510665353,47.4,5.76,0.28,2.02,25.46,44.27,9.58,0.32,1.28,8.229166667,4.420138889,0.537130802
21,A,Regenerating_forest,83,1,7202,12mo,Castanopsis_mekongensis,down,No,PilotSample,,,,,7202,05/11/2011,0.752907305,0.613854524,Coll_3,05/12/2012,0.52173913,0.367412141,,9.5,9,9.5,49.6,3275.529582,0.536089338,1755.976486,22.63,281.39,304.68,1451.296486,82.64897039,396,12mo,4.7,6.62,3.46,5.8,40.146708,1,47.36666667,2.916666667,0.063333333,1.163333333,24.18333333,53.24333333,15.47666667,0.336666667,76.12,16.3381844,8.278215451,0.510665353,47.4,5.76,0.28,2.02,25.46,44.27,9.58,0.32,1.28,8.229166667,4.420138889,0.537130802
MD47,A,Regenerating_forest,83,7,7200,18mo,Castanopsis_mekongensis,down,No,Down,,,,Yes,7200,05/11/2011,0.752907305,0.613854524,Coll_4,14/06/2013,1.687898089,0.365967366,,9,8.4,9.7,51.4,3077.02829,0.536089338,1649.562059,100.2,84.7,186.23,1463.332059,88.71033684,587,18mo,4.81,5.56,5.49,5.49,40.3820691,1,47.36666667,2.916666667,0.063333333,1.163333333,24.18333333,53.24333333,15.47666667,0.336666667,76.12,16.3381844,8.278215451,0.510665353,47.4,5.76,0.28,2.02,25.46,44.27,9.58,0.32,1.28,8.229166667,4.420138889,0.537130802
MD158,A,Regenerating_forest,234,3,7203,18mo,Castanopsis_mekongensis,down,No,Down,,,,Yes,7203,13/11/2011,0.752907305,0.613854524,Coll_4,28/05/2013,0.893617021,0.374501992,,8.6,8.8,9.7,50.6,3164.786596,0.536089338,1696.608352,216.46,717.28,934.66,761.9483516,44.91009081,562,18mo,3.15,4.25,3.9,5.72,38.9917354,0,47.36666667,2.916666667,0.063333333,1.163333333,24.18333333,53.24333333,15.47666667,0.336666667,76.12,16.3381844,8.278215451,0.510665353,47.4,5.76,0.28,2.02,25.46,44.27,9.58,0.32,1.28,8.229166667,4.420138889,0.537130802
M314,A,Regenerating_forest,234,5,7204,18mo,Castanopsis_mekongensis,up,No,UpDown,Yes,,Yes,,7204,13/11/2011,0.752907305,0.613854524,Coll_4,28/05/2013,0.381889764,0.46350365,,11.8,10.8,10.8,50,4728.359264,0.536089338,2534.822988,295.68,1416.31,1713.62,821.2029883,32.39685738,562,18mo,5.9,3.88,4.43,3.92,24.4929162,0,47.36666667,2.916666667,0.063333333,1.163333333,24.18333333,53.24333333,15.47666667,0.336666667,76.12,16.3381844,8.278215451,0.510665353,47.4,5.76,0.28,2.02,25.46,44.27,9.58,0.32,1.28,8.229166667,4.420138889,0.537130802
MD157,A,Regenerating_forest,234,1,7206,18mo,Castanopsis_mekongensis,down,No,Down,,,,Yes,7206,13/11/2011,0.752907305,0.613854524,Coll_4,28/05/2013,0.71957672,0.636363636,,10,9.4,9.5,50.8,3615.378211,0.536089338,1938.165712,226.93,1346.44,1575.69,362.4757122,18.70199797,562,18mo,4.32,4.9,4.84,4.84,24.7848796,0,47.36666667,2.916666667,0.063333333,1.163333333,24.18333333,53.24333333,15.47666667,0.336666667,76.12,16.3381844,8.278215451,0.510665353,47.4,5.76,0.28,2.02,25.46,44.27,9.58,0.32,1.28,8.229166667,4.420138889,0.537130802
MD309,A,Regenerating_forest,83,7,7201,36mo,Castanopsis_mekongensis,down,No,Down,,,,Yes,7201,05/11/2011,0.752907305,0.613854524,Coll_6,13/12/2014,1.409565217,0.328571429,,9.8,9.8,9.9,50.8,3844.926034,0.536089338,2061.223853,33.06,600.66,634.49,1426.733853,69.21780237,1134,36mo,4.62,4.65,5.1,4.66,46.474056,1,47.36666667,2.916666667,0.063333333,1.163333333,24.18333333,53.24333333,15.47666667,0.336666667,76.12,16.3381844,8.278215451,0.510665353,47.4,5.76,0.28,2.02,25.46,44.27,9.58,0.32,1.28,8.229166667,4.420138889,0.537130802
MD138,A,Mature_forest,214,9,7205,18mo,Castanopsis_mekongensis,down,No,Down,,Yes,Yes,Yes,7205,13/11/2011,0.752907305,0.613854524,Coll_4,28/05/2013,0.747540984,0.565862709,,12,10.4,9.8,51.4,4525.955852,0.536089338,2426.316677,304.1,2001.96,2307.18,119.1366771,4.910186631,562,18mo,5.42,6.8,4.47,5.57,7.8181089,0,47.36666667,2.916666667,0.063333333,1.163333333,24.18333333,53.24333333,15.47666667,0.336666667,76.12,16.3381844,8.278215451,0.510665353,47.4,5.76,0.28,2.02,25.46,44.27,9.58,0.32,1.28,8.229166667,4.420138889,0.537130802
MD46,A,Regenerating_forest,83,1,7202,18mo,Castanopsis_mekongensis,down,No,Down,,,,,7202,05/11/2011,0.752907305,0.613854524,Coll_4,14/06/2013,0.28030303,0.408668731,,9.5,9,9.5,49.6,3275.529582,0.536089338,1755.976486,22.63,281.39,304.68,1451.296486,82.64897039,587,18mo,4.7,6.62,3.46,5.8,33.4258012,1,47.36666667,2.916666667,0.063333333,1.163333333,24.18333333,53.24333333,15.47666667,0.336666667,76.12,16.3381844,8.278215451,0.510665353,47.4,5.76,0.28,2.02,25.46,44.27,9.58,0.32,1.28,8.229166667,4.420138889,0.537130802
39,A,Mature_forest,214,5,7208,12mo,Castanopsis_mekongensis,down,No,PilotSample,Yes,,Yes,,7208,13/11/2011,0.752907305,0.613854524,Coll_3,09/12/2012,1.330316742,0.451020408,,11.4,11.1,11.4,49.6,4887.388796,0.536089338,2620.077025,305.06,1462.83,1769.41,850.6670249,32.46725256,392,12mo,3.51,3.9,5.9,6.2,26.5264993,0,47.36666667,2.916666667,0.063333333,1.163333333,24.18333333,53.24333333,15.47666667,0.336666667,76.12,16.3381844,8.278215451,0.510665353,47.4,5.76,0.28,2.02,25.46,44.27,9.58,0.32,1.28,8.229166667,4.420138889,0.537130802
M305,A,Mature_forest,214,5,7208,18mo,Castanopsis_mekongensis,down,No,UpDown,Yes,Yes,Yes,,7208,13/11/2011,0.752907305,0.613854524,Coll_4,28/05/2013,0.586345382,0.51875,,11.4,11.1,11.4,49.6,4887.388796,0.536089338,2620.077025,305.06,1462.83,1769.41,850.6670249,32.46725256,562,18mo,3.51,3.9,5.9,6.2,15.4930069,0,47.36666667,2.916666667,0.063333333,1.163333333,24.18333333,53.24333333,15.47666667,0.336666667,76.12,16.3381844,8.278215451,0.510665353,47.4,5.76,0.28,2.02,25.46,44.27,9.58,0.32,1.28,8.229166667,4.420138889,0.537130802
MD406,A,Regenerating_forest,234,5,7204,36mo,Castanopsis_mekongensis,up,No,Down,,,Yes,,7204,13/11/2011,0.752907305,0.613854524,Coll_6,27/12/2014,1.223469388,0.385826772,,11.8,10.8,10.8,50,4728.359264,0.536089338,2534.822988,295.68,1416.31,1713.62,821.2029883,32.39685738,1140,36mo,5.9,3.88,4.43,3.92,37.1468716,0,47.36666667,2.916666667,0.063333333,1.163333333,24.18333333,53.24333333,15.47666667,0.336666667,76.12,16.3381844,8.278215451,0.510665353,47.4,5.76,0.28,2.02,25.46,44.27,9.58,0.32,1.28,8.229166667,4.420138889,0.537130802
MD383,A,Mature_forest,214,1,7209,36mo,Castanopsis_mekongensis,down,No,Down,,Yes,Yes,Yes,7209,13/11/2011,0.752907305,0.613854524,Coll_6,26/12/2014,1.513513514,0.480519481,,12.2,11.5,11.3,48,5061.294819,0.536089338,2713.30619,355.83,2026.27,2383.73,329.5761896,12.14666413,1139,36mo,7.7,8.83,6.8,3.93,21.7209516,0,47.36666667,2.916666667,0.063333333,1.163333333,24.18333333,53.24333333,15.47666667,0.336666667,76.12,16.3381844,8.278215451,0.510665353,47.4,5.76,0.28,2.02,25.46,44.27,9.58,0.32,1.28,8.229166667,4.420138889,0.537130802
MD384,A,Mature_forest,214,5,7208,36mo,Castanopsis_mekongensis,up,No,Down,,Yes,Yes,,7208,13/11/2011,0.752907305,0.613854524,Coll_6,26/12/2014,1.683095238,0.365217391,,11.4,11.1,11.4,49.6,4887.388796,0.536089338,2620.077025,305.06,1462.83,1769.41,850.6670249,32.46725256,1139,36mo,3.51,3.9,5.9,6.2,40.5042438,0,47.36666667,2.916666667,0.063333333,1.163333333,24.18333333,53.24333333,15.47666667,0.336666667,76.12,16.3381844,8.278215451,0.510665353,47.4,5.76,0.28,2.02,25.46,44.27,9.58,0.32,1.28,8.229166667,4.420138889,0.537130802
MD403,A,Regenerating_forest,234,9,7207,36mo,Castanopsis_mekongensis,down,No,Down,,,,Yes,7207,13/11/2011,0.752907305,0.613854524,Coll_6,27/12/2014,1.778666667,0.444444444,,11,11.6,10.4,50,5022.621809,0.536089338,2692.574001,335.3,1822.45,2159.76,532.8140013,19.78827698,1140,36mo,5.9,4.12,4.51,4.2,27.597757,0,47.36666667,2.916666667,0.063333333,1.163333333,24.18333333,53.24333333,15.47666667,0.336666667,76.12,16.3381844,8.278215451,0.510665353,47.4,5.76,0.28,2.02,25.46,44.27,9.58,0.32,1.28,8.229166667,4.420138889,0.537130802
MDH138,A,Mature_forest,214,9,7205,18mo,Castanopsis_mekongensis,up,No,OpenMature,,Yes,Yes,,7205,13/11/2011,0.752907305,0.613854524,Coll_4,28/05/2013,0.643636364,0.48415493,,12,10.4,9.8,51.4,4525.955852,0.536089338,2426.316677,304.1,2001.96,2307.18,119.1366771,4.910186631,562,18mo,5.42,6.8,4.47,5.57,21.1287184,0,47.36666667,2.916666667,0.063333333,1.163333333,24.18333333,53.24333333,15.47666667,0.336666667,76.12,16.3381844,8.278215451,0.510665353,47.4,5.76,0.28,2.02,25.46,44.27,9.58,0.32,1.28,8.229166667,4.420138889,0.537130802
M306,A,Mature_forest,214,5,7208,18mo,Castanopsis_mekongensis,up,No,UpDown,Yes,Yes,Yes,,7208,13/11/2011,0.752907305,0.613854524,Coll_4,28/05/2013,0.442553191,0.473790323,,11.4,11.1,11.4,49.6,4887.388796,0.536089338,2620.077025,305.06,1462.83,1769.41,850.6670249,32.46725256,562,18mo,3.51,3.9,5.9,6.2,22.8171652,0,47.36666667,2.916666667,0.063333333,1.163333333,24.18333333,53.24333333,15.47666667,0.336666667,76.12,16.3381844,8.278215451,0.510665353,47.4,5.76,0.28,2.02,25.46,44.27,9.58,0.32,1.28,8.229166667,4.420138889,0.537130802
MD308,A,Regenerating_forest,83,7,7200,36mo,Castanopsis_mekongensis,down,No,Down,,,,Yes,7200,05/11/2011,0.752907305,0.613854524,Coll_6,13/12/2014,0.293,0.442477876,,9,8.4,9.7,51.4,3077.02829,0.536089338,1649.562059,100.2,84.7,186.23,1463.332059,88.71033684,1134,36mo,4.81,5.56,5.49,5.49,27.9181209,1,47.36666667,2.916666667,0.063333333,1.163333333,24.18333333,53.24333333,15.47666667,0.336666667,76.12,16.3381844,8.278215451,0.510665353,47.4,5.76,0.28,2.02,25.46,44.27,9.58,0.32,1.28,8.229166667,4.420138889,0.537130802
M313,A,Regenerating_forest,234,5,7204,18mo,Castanopsis_mekongensis,down,No,UpDown,Yes,,Yes,,7204,13/11/2011,0.752907305,0.613854524,Coll_4,28/05/2013,0.508474576,0.46183953,,11.8,10.8,10.8,50,4728.359264,0.536089338,2534.822988,295.68,1416.31,1713.62,821.2029883,32.39685738,562,18mo,5.9,3.88,4.43,3.92,24.7640097,0,47.36666667,2.916666667,0.063333333,1.163333333,24.18333333,53.24333333,15.47666667,0.336666667,76.12,16.3381844,8.278215451,0.510665353,47.4,5.76,0.28,2.02,25.46,44.27,9.58,0.32,1.28,8.229166667,4.420138889,0.537130802
MD405,A,Regenerating_forest,234,3,7203,36mo,Castanopsis_mekongensis,down,No,Down,,,,Yes,7203,13/11/2011,0.752907305,0.613854524,Coll_6,27/12/2014,1.554242424,0.372881356,,8.6,8.8,9.7,50.6,3164.786596,0.536089338,1696.608352,216.46,717.28,934.66,761.9483516,44.91009081,1140,36mo,3.15,4.25,3.9,5.72,39.2557452,0,47.36666667,2.916666667,0.063333333,1.163333333,24.18333333,53.24333333,15.47666667,0.336666667,76.12,16.3381844,8.278215451,0.510665353,47.4,5.76,0.28,2.02,25.46,44.27,9.58,0.32,1.28,8.229166667,4.420138889,0.537130802
MD385,A,Mature_forest,214,9,7205,36mo,Castanopsis_mekongensis,down,No,Down,,Yes,Yes,Yes,7205,13/11/2011,0.752907305,0.613854524,Coll_6,26/12/2014,1.239555556,0.523255814,,12,10.4,9.8,51.4,4525.955852,0.536089338,2426.316677,304.1,2001.96,2307.18,119.1366771,4.910186631,1139,36mo,5.42,6.8,4.47,5.57,14.7589871,0,47.36666667,2.916666667,0.063333333,1.163333333,24.18333333,53.24333333,15.47666667,0.336666667,76.12,16.3381844,8.278215451,0.510665353,47.4,5.76,0.28,2.02,25.46,44.27,9.58,0.32,1.28,8.229166667,4.420138889,0.537130802
MDH136,A,Mature_forest,214,1,7209,18mo,Castanopsis_mekongensis,up,No,OpenMature,,Yes,Yes,,7209,13/11/2011,0.752907305,0.613854524,Coll_4,28/05/2013,0.616336634,0.678991597,,12.2,11.5,11.3,48,5061.294819,0.536089338,2713.30619,355.83,2026.27,2383.73,329.5761896,12.14666413,562,18mo,NA,NA,NA,NA,NA,NA,47.36666667,2.916666667,0.063333333,1.163333333,24.18333333,53.24333333,15.47666667,0.336666667,76.12,16.3381844,8.278215451,0.510665353,47.4,5.76,0.28,2.02,25.46,44.27,9.58,0.32,1.28,8.229166667,4.420138889,0.537130802
M269,A,Regenerating_forest,83,1,7202,18mo,Castanopsis_mekongensis,down,No,UpDown,Yes,,Yes,,7202,05/11/2011,0.752907305,0.613854524,Coll_4,14/06/2013,0.28030303,0.408668731,,9.5,9,9.5,49.6,3275.529582,0.536089338,1755.976486,22.63,281.39,304.68,1451.296486,82.64897039,587,18mo,4.7,6.62,3.46,5.8,33.4258012,1,47.36666667,2.916666667,0.063333333,1.163333333,24.18333333,53.24333333,15.47666667,0.336666667,76.12,16.3381844,8.278215451,0.510665353,47.4,5.76,0.28,2.02,25.46,44.27,9.58,0.32,1.28,8.229166667,4.420138889,0.537130802
94,A,Mature_forest,214,5,7208,36mo,Castanopsis_mekongensis,down,No,PilotSample,Yes,,Yes,,7208,13/11/2011,0.752907305,0.613854524,Coll_6,26/12/2014,1.576226415,0.464912281,,11.4,11.1,11.4,49.6,4887.388796,0.536089338,2620.077025,305.06,1462.83,1769.41,850.6670249,32.46725256,1139,36mo,3.51,3.9,5.9,6.2,24.2634431,0,47.36666667,2.916666667,0.063333333,1.163333333,24.18333333,53.24333333,15.47666667,0.336666667,76.12,16.3381844,8.278215451,0.510665353,47.4,5.76,0.28,2.02,25.46,44.27,9.58,0.32,1.28,8.229166667,4.420138889,0.537130802
MDH385,A,Mature_forest,214,9,7205,36mo,Castanopsis_mekongensis,up,No,OpenMature,,Yes,Yes,,7205,13/11/2011,0.752907305,0.613854524,Coll_6,26/12/2014,0.885740741,0.461538462,,12,10.4,9.8,51.4,4525.955852,0.536089338,2426.316677,304.1,2001.96,2307.18,119.1366771,4.910186631,1139,36mo,5.42,6.8,4.47,5.57,24.8130552,0,47.36666667,2.916666667,0.063333333,1.163333333,24.18333333,53.24333333,15.47666667,0.336666667,76.12,16.3381844,8.278215451,0.510665353,47.4,5.76,0.28,2.02,25.46,44.27,9.58,0.32,1.28,8.229166667,4.420138889,0.537130802
M270,A,Regenerating_forest,83,1,7202,18mo,Castanopsis_mekongensis,up,No,UpDown,Yes,,Yes,,7202,05/11/2011,0.752907305,0.613854524,Coll_4,14/06/2013,0.251461988,0.425373134,,9.5,9,9.5,49.6,3275.529582,0.536089338,1755.976486,22.63,281.39,304.68,1451.296486,82.64897039,587,18mo,4.7,6.62,3.46,5.8,30.7045697,1,47.36666667,2.916666667,0.063333333,1.163333333,24.18333333,53.24333333,15.47666667,0.336666667,76.12,16.3381844,8.278215451,0.510665353,47.4,5.76,0.28,2.02,25.46,44.27,9.58,0.32,1.28,8.229166667,4.420138889,0.537130802
MD156,A,Regenerating_forest,234,9,7207,18mo,Castanopsis_mekongensis,down,No,Down,,,,Yes,7207,13/11/2011,0.752907305,0.613854524,Coll_4,28/05/2013,0.826446281,0.543820225,,11,11.6,10.4,50,5022.621809,0.536089338,2692.574001,335.3,1822.45,2159.76,532.8140013,19.78827698,562,18mo,5.9,4.12,4.51,4.2,11.4089408,0,47.36666667,2.916666667,0.063333333,1.163333333,24.18333333,53.24333333,15.47666667,0.336666667,76.12,16.3381844,8.278215451,0.510665353,47.4,5.76,0.28,2.02,25.46,44.27,9.58,0.32,1.28,8.229166667,4.420138889,0.537130802
76,A,Regenerating_forest,83,1,7202,36mo,Castanopsis_mekongensis,down,No,PilotSample,,,,,7202,05/11/2011,0.752907305,0.613854524,Coll_6,13/12/2014,0.936086957,0.429906542,,9.5,9,9.5,49.6,3275.529582,0.536089338,1755.976486,22.63,281.39,304.68,1451.296486,82.64897039,1134,36mo,4.7,6.62,3.46,5.8,29.9660546,1,47.36666667,2.916666667,0.063333333,1.163333333,24.18333333,53.24333333,15.47666667,0.336666667,76.12,16.3381844,8.278215451,0.510665353,47.4,5.76,0.28,2.02,25.46,44.27,9.58,0.32,1.28,8.229166667,4.420138889,0.537130802
MD307,A,Regenerating_forest,83,1,7202,36mo,Castanopsis_mekongensis,up,No,Down,,,,,7202,05/11/2011,0.752907305,0.613854524,Coll_6,13/12/2014,1.715901639,0.297560976,,9.5,9,9.5,49.6,3275.529582,0.536089338,1755.976486,22.63,281.39,304.68,1451.296486,82.64897039,1134,36mo,4.7,6.62,3.46,5.8,51.5258153,1,47.36666667,2.916666667,0.063333333,1.163333333,24.18333333,53.24333333,15.47666667,0.336666667,76.12,16.3381844,8.278215451,0.510665353,47.4,5.76,0.28,2.02,25.46,44.27,9.58,0.32,1.28,8.229166667,4.420138889,0.537130802
M18,A,Initial,NA,NA,NA,0mo,Castanopsis_mekongensis,Initial,No,Initial,Yes,Yes,Yes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.36666667,2.916666667,0.063333333,1.163333333,24.18333333,53.24333333,15.47666667,0.336666667,76.12,16.3381844,8.278215451,0.510665353,47.4,5.76,0.28,2.02,25.46,44.27,9.58,0.32,1.28,8.229166667,4.420138889,0.537130802
MD136,A,Mature_forest,214,1,7209,18mo,Castanopsis_mekongensis,down,No,Down,,Yes,Yes,Yes,7209,13/11/2011,0.752907305,0.613854524,Coll_4,28/05/2013,0.903333333,0.595238095,,12.2,11.5,11.3,48,5061.294819,0.536089338,2713.30619,355.83,2026.27,2383.73,329.5761896,12.14666413,562,18mo,7.7,8.83,6.8,3.93,3.0327102,0,47.36666667,2.916666667,0.063333333,1.163333333,24.18333333,53.24333333,15.47666667,0.336666667,76.12,16.3381844,8.278215451,0.510665353,47.4,5.76,0.28,2.02,25.46,44.27,9.58,0.32,1.28,8.229166667,4.420138889,0.537130802
8,AB,Open_canopy_SH,NA,NA,AB,0mo,Castanopsis_mekongensis,Initial,No,PilotSample,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.36666667,2.916666667,0.063333333,1.163333333,24.18333333,53.24333333,15.47666667,0.336666667,76.12,16.3381844,8.278215451,0.510665353,47.4,5.76,0.28,2.02,25.46,44.27,9.58,0.32,1.28,8.229166667,4.420138889,0.537130802
MD256,B,Mature_forest,404,7,7211,18mo,Castanopsis_mekongensis,down,No,Down,,,,Yes,7211,16/11/2011,0.872791751,0.789454583,Coll_4,20/06/2013,0.433460076,0.618823529,,9.9,9,8.9,50.4,3306.721411,0.649394405,2147.366382,154.25,942.77,1098.28,1049.086382,48.85455928,582,18mo,7.65,8.56,5.1,5.5,21.6137898,0,46.8,3.03,0.05,0.8,25.61,55.96,13.58,0.46,79.94,15.44554455,8.452145215,0.547222222,47.4,5.76,0.28,2.02,25.46,44.27,9.58,0.32,1.28,8.229166667,4.420138889,0.537130802
M353,B,Mature_forest,404,5,7216,18mo,Castanopsis_mekongensis,down,No,UpDown,Yes,,Yes,,7216,16/11/2011,0.872791751,0.789454583,Coll_4,20/06/2013,0.352760736,0.629343629,,12.1,11.5,11.1,50.8,5310.587554,0.649394405,3448.665843,399.37,1359.89,1762.6,1686.065843,48.89038022,582,18mo,11.17,12.12,8.44,7.19,20.2812115,0,46.8,3.03,0.05,0.8,25.61,55.96,13.58,0.46,79.94,15.44554455,8.452145215,0.547222222,47.4,5.76,0.28,2.02,25.46,44.27,9.58,0.32,1.28,8.229166667,4.420138889,0.537130802
MD498,B,Mature_forest,404,9,7214,36mo,Castanopsis_mekongensis,down,No,Down,,,,Yes,7214,16/11/2011,0.872791751,0.789454583,Coll_6,15/12/2014,1.346712329,0.447852761,,10.9,11.2,10.8,49.8,4805.728584,0.649394405,3120.813253,248.32,1258.43,1510.8,1610.013253,51.58954165,1125,36mo,9.08,10.7,9.94,10.7,43.270611,0,46.8,3.03,0.05,0.8,25.61,55.96,13.58,0.46,79.94,15.44554455,8.452145215,0.547222222,47.4,5.76,0.28,2.02,25.46,44.27,9.58,0.32,1.28,8.229166667,4.420138889,0.537130802
