SampleID,Chao1,se.chao1,Shannon,Chao1_strict_sqrt,Tree,Forest,Plot,Subplot,Wood_log_ID,Time,Species,Position,Tag_nb,Installment_date,Water_cont_ini,WSG_ini,Coll_No,Coll_date,Water_cont_later,WSG_later,Remarks,W_density,Per_WSG_loss,Termi.assum,Blue_Staining,Brown_Rot,Hypogeous,Poisonous,Soft_Rot,Soft_Rot.fungus_Seehann_et_al_1975.,White_Rot,Unassigned,Pathogen.Saprotroph.Symbiotroph,Pathotroph,Pathotroph.Saprotroph,Pathotroph.Saprotroph.Symbiotroph,Pathotroph.Symbiotroph,Saprotroph,Saprotroph.Pathotroph.Symbiotroph,Saprotroph.Symbiotroph,Symbiotroph
MD79,220.6896552,12.04298557,2.592230667,14.85562705,I,Open_land,119,9,7261,18mo,Castanopsis_mekongensis,down,7261,02/11/2011,0.675116207,0.735280715,Coll_4,04/06/2013,0.418181818,0.458333333,,0.626674952,37.6655304,0,0,1233,0,0,6780,0,0,9197,54,42,41,5461,4,8555,0,1524,32
MD8,434.5,7.66673349,3.871532485,20.84466359,J,Regenerating_forest,7,9,7269,18mo,Castanopsis_mekongensis,down,7269,06/11/2011,0.687076644,0.853662979,Coll_4,31/05/2013,0.459893048,0.570121951,,0.725552417,33.2146332,0,2,0,5,0,321,0,65,12105,0,868,445,3696,88,8405,0,317,290
MD80,511.7638889,19.94574446,3.498679541,22.62219903,I,Open_land,119,3,7260,18mo,Castanopsis_mekongensis,down,7260,02/11/2011,0.675116207,0.735280715,Coll_4,04/06/2013,0.467889908,0.495454545,,0.626674952,32.6169535,1,0,4631,0,0,1203,0,500,10588,7,337,230,2507,74,10106,0,397,323
MD81,294.1290323,15.1413931,2.507339479,17.15019044,1,Open_land,126,1,7106,18mo,Litsea_cubeba,down,7106,29/10/2011,0.606288944,0.456626745,Coll_4,08/06/2013,1.207715134,0.387802071,,0.413048032,15.0724141,1,0,35,0,2,362,0,42,10772,0,1459,1742,1164,356,16608,0,0,369
MD83,382.0454545,8.855872229,3.652511479,19.54598308,1,Open_land,126,7,7111,18mo,Litsea_cubeba,down,7111,29/10/2011,0.606288944,0.456626745,Coll_4,08/06/2013,0.196261682,0.374125874,,0.413048032,18.0674636,1,0,0,0,0,253,0,355,11300,0,2061,430,1026,9,7161,0,185,1348
MD84,239.1428571,11.52540956,3.018655753,15.46424447,1,Open_land,126,5,7104,18mo,Litsea_cubeba,down,7104,29/10/2011,0.606288944,0.456626745,Coll_4,08/06/2013,1.097014925,0.380681818,,0.413048032,16.6317299,1,0,14,0,0,196,0,418,4563,0,4526,179,1506,18,5791,0,166,2470
MD85,567.2075472,18.48318801,3.880852468,23.81611948,1,Open_land,126,9,7105,18mo,Litsea_cubeba,down,7105,29/10/2011,0.606288944,0.456626745,Coll_4,08/06/2013,0.622222222,0.444664032,,0.413048032,2.6198014,1,0,0,0,0,515,0,61,17716,0,6801,1122,683,200,9406,0,5723,392
MD86,114,2.58512954,1.954830556,10.67707825,P,Open_land,126,7,7411,18mo,Castanopsis_mekongensis,down,7411,29/10/2011,0.719871068,0.834520548,Coll_4,08/06/2013,0.204402516,0.819587629,,0.670039595,1.789401,0,0,0,0,0,267,0,6892,2457,0,1404,56,225,84,7335,0,52,237
MD88,261.8947368,11.01523226,3.365714214,16.18316214,P,Open_land,126,1,7412,18mo,Castanopsis_mekongensis,down,7412,29/10/2011,0.719871068,0.834520548,Coll_4,08/06/2013,0.257894737,0.607028754,,0.670039595,27.2601789,1,1203,1074,0,0,61,0,2966,3432,0,1308,52,141,65,7691,0,64,2998
MD89,633.95,63.92950957,4.231886079,25.17836373,P,Open_land,126,9,7413,18mo,Castanopsis_mekongensis,down,7413,29/10/2011,0.719871068,0.834520548,Coll_4,08/06/2013,0.287234043,0.666666667,,0.670039595,20.1138104,0,0,0,0,0,65,0,9,2545,0,446,51,149,65,2643,0,76,479
MD9,272.5714286,8.036063277,3.11986128,16.50973739,J,Regenerating_forest,7,3,7272,18mo,Castanopsis_mekongensis,down,7272,06/11/2011,0.687076644,0.853662979,Coll_4,31/05/2013,0.403125,0.771084337,,0.725552417,9.6734476,1,0,13,0,0,5778,0,151,9341,39,2103,3505,300,151,7619,0,249,794
MD91,119.3333333,2.553188291,3.629338732,10.92397974,1,Regenerating_forest,145,9,7100,18mo,Litsea_cubeba,down,7100,29/10/2011,0.606288944,0.456626745,Coll_4,24/05/2013,0.22556391,0.300904977,,0.413048032,34.1026385,0,0,0,0,0,798,0,18,699,0,402,59,51,9,1645,0,110,485
MD92,137.0588235,16.43173825,2.136562854,11.70721246,1,Regenerating_forest,145,7,7102,18mo,Litsea_cubeba,down,7102,29/10/2011,0.606288944,0.456626745,Coll_4,24/05/2013,0.262886598,0.36952381,,0.413048032,19.0753032,0,0,0,0,0,28,0,69,1500,19,40,6,6,16,190,0,48,87
MD94,471.2222222,33.94506732,3.9773401,21.70765354,1,Regenerating_forest,145,1,7108,18mo,Litsea_cubeba,down,7108,29/10/2011,0.606288944,0.456626745,Coll_4,23/05/2013,0.413793103,0.281553398,,0.413048032,38.340581,0,0,0,129,0,170,0,26,2953,93,498,155,193,28,2486,0,82,187
MD95,180.9130435,14.13117142,2.694249951,13.45039195,1,Regenerating_forest,145,3,7109,18mo,Litsea_cubeba,down,7109,29/10/2011,0.606288944,0.456626745,Coll_4,23/05/2013,0.358490566,0.325153374,,0.413048032,28.7923063,0,0,0,13,0,83,0,1419,1325,0,1589,194,2,8,6105,0,0,20
MD96,209.05,17.6598148,3.324856529,14.45856148,P,Regenerating_forest,145,7,7415,18mo,Castanopsis_mekongensis,down,7415,29/10/2011,0.719871068,0.834520548,Coll_4,24/05/2013,0.362637363,0.74386921,,0.670039595,10.862685,1,0,0,0,0,68,0,870,734,0,136,14,25,23,2531,0,60,26
MD98,66.75,6.039213012,1.315740801,8.170067319,Q,Regenerating_forest,145,1,7419,18mo,Castanopsis_mekongensis,down,7419,29/10/2011,0.707921581,0.753543118,Coll_4,23/05/2013,0.282828283,0.607361963,,0.648576007,19.3991759,0,0,0,0,0,25,0,22,1838,0,81,3,5,16,266,0,1,10
MD99,237.375,9.18810094,4.4259847,15.40697894,Q,Regenerating_forest,145,9,7421,18mo,Castanopsis_mekongensis,down,7421,29/10/2011,0.707921581,0.753543118,Coll_4,24/05/2013,0.251101322,0.600529101,,0.648576007,20.3059405,0,3,0,0,0,95,0,111,907,33,104,194,465,41,756,0,14,104
