SampleID,Chao1,se.chao1,Shannon,Chao1_strict_sqrt,Tree,Forest,Plot,Subplot,Wood_log_ID,Time,Species,Position,Tag_nb,Installment_date,Water_cont_ini,WSG_ini,Coll_No,Coll_date,Water_cont_later,WSG_later,Remarks,W_density,Per_WSG_loss,Termi.assum,Blue_Staining,Brown_Rot,Hypogeous,Poisonous,Soft_Rot,Soft_Rot.fungus_Seehann_et_al_1975.,White_Rot,Unassigned,Pathogen.Saprotroph.Symbiotroph,Pathotroph,Pathotroph.Saprotroph,Pathotroph.Saprotroph.Symbiotroph,Pathotroph.Symbiotroph,Saprotroph,Saprotroph.Pathotroph.Symbiotroph,Saprotroph.Symbiotroph,Symbiotroph
MD338,271.0909091,20.19162576,3.243162404,16.46483857,P,Open_land,126,9,7413,36mo,Castanopsis_mekongensis,down,7413,29/10/2011,0.719871068,0.834520548,Coll_6,08/01/2015,0.85,0.683760684,,0.670039595,18.0654466,0,5,0,0,0,633,0,717,5307,0,71,35,560,24,5849,0,1232,303
MD34,564.442623,21.95033235,3.811293376,23.75800124,5,Mature_forest,75,9,7139,18mo,Litsea_cubeba,down,7139,01/11/2011,0.541792331,0.467354644,Coll_4,26/05/2013,0.304347826,0.317241379,,0.424430831,32.119776,1,14,1,0,0,134,0,1772,8739,0,450,32,97,164,9627,0,21,498
MD340,151.5263158,13.36610774,1.53939039,12.30960258,1,Regenerating_forest,145,9,7100,36mo,Litsea_cubeba,down,7100,29/10/2011,0.606288944,0.456626745,Coll_6,11/12/2014,5.30125,0.171428571,,0.413048032,62.4576149,1,0,0,0,0,177,0,11,21162,0,72,3,759,309,18225,0,6,2011
MD341,248.6,12.6100482,2.976791486,15.76705426,1,Regenerating_forest,145,7,7102,36mo,Litsea_cubeba,down,7102,29/10/2011,0.606288944,0.456626745,Coll_6,11/12/2014,1.63025641,0.246835443,,0.413048032,45.9437176,1,0,24,0,0,483,0,528,13216,1,321,37,1417,2726,4358,0,22,970
MD343,126.9285714,6.85268041,1.653517819,11.26625809,1,Regenerating_forest,145,1,7108,36mo,Litsea_cubeba,down,7108,29/10/2011,0.606288944,0.456626745,Coll_6,11/12/2014,2.892916667,0.192,,0.413048032,57.9525286,1,0,0,0,0,59,0,7,729,0,781,46,3952,16726,6743,0,11,417
MD344,122.5263158,7.857897645,1.668716297,11.06916057,1,Regenerating_forest,145,3,7109,36mo,Litsea_cubeba,down,7109,29/10/2011,0.606288944,0.456626745,Coll_6,11/12/2014,4.983571429,0.142857143,,0.413048032,68.714679,1,0,0,0,1,50,0,1009,5493,2,96,5,16031,15,28504,0,11,3241
MD345,247.12,14.50748886,2.227821701,15.72005089,P,Regenerating_forest,145,7,7415,36mo,Castanopsis_mekongensis,down,7415,29/10/2011,0.719871068,0.834520548,Coll_6,11/12/2014,1.749166667,0.310344828,,0.670039595,62.8116014,1,0,0,0,0,41,0,3366,12510,10,155,196,2104,2688,19657,0,74,2747
MD347,57,9.253220571,0.243161028,7.549834435,Q,Regenerating_forest,145,1,7419,36mo,Castanopsis_mekongensis,down,7419,29/10/2011,0.707921581,0.753543118,Coll_6,11/12/2014,1.466052632,0.207650273,,0.648576007,72.4434783,1,0,0,0,0,2,0,0,15044,0,10,0,154,48,278,0,0,0
MD348,261.516129,12.09189054,2.323988037,16.17146032,Q,Regenerating_forest,145,9,7421,36mo,Castanopsis_mekongensis,down,7421,29/10/2011,0.707921581,0.753543118,Coll_6,11/12/2014,1.046065574,0.575471698,,0.648576007,23.6312184,1,0,0,0,0,70,0,75,2899,0,2645,77,6075,5,15218,0,854,366
MD349,155.8666667,9.289508941,3.074373515,12.48465725,Q,Regenerating_forest,145,3,7418,36mo,Castanopsis_mekongensis,down,7418,29/10/2011,0.707921581,0.753543118,Coll_6,11/12/2014,1.189090909,0.455172414,,0.648576007,39.5957042,0,0,0,0,0,31,0,1575,1918,0,4519,745,1016,204,14011,0,45,349
MD351,222.3333333,10.24573727,2.96469593,14.91084616,17,Mature_forest,189,1,7323,36mo,Litsea_cubeba,down,7323,12/11/2011,0.71972409,0.411549103,Coll_6,26/12/2014,2.9803125,0.195121951,,0.37756313,52.5884154,0,3,6,0,0,13,0,2431,8449,0,400,11,4406,12971,8485,0,571,92
MD352,102.75,7.200387955,0.671846847,10.13656747,18,Mature_forest,189,3,7327,36mo,Litsea_cubeba,down,7327,12/11/2011,1.122215984,0.393823248,Coll_6,26/12/2014,1.104285714,0.172131148,,0.357021149,56.2922837,1,0,0,0,0,23165,0,2396,258,0,69,30,176,18,26072,0,0,95
MD353,226.3157895,28.03878746,1.838713976,15.04379571,18,Mature_forest,189,7,7324,36mo,Litsea_cubeba,down,7324,12/11/2011,1.122215984,0.393823248,Coll_6,26/12/2014,0.836086957,0.203539823,,0.357021149,48.316961,0,6,2,0,0,58,0,104,19707,0,59,1850,9499,4198,568,0,50,67
MD354,208.0588235,16.43253294,2.014145034,14.4242443,18,Mature_forest,189,9,7326,36mo,Litsea_cubeba,down,7326,12/11/2011,1.122215984,0.393823248,Coll_6,26/12/2014,1.029756098,0.328,,0.357021149,16.7139061,1,33,0,0,0,36,0,1148,2196,0,419,11,2514,19027,7410,0,63,473
MD356,57.5,3.659644131,0.459612704,7.582875444,C,Mature_forest,189,3,7219,36mo,Castanopsis_mekongensis,down,7219,12/11/2011,0.751553444,0.746104098,Coll_6,26/12/2014,1.432631579,0.171171171,,0.647518258,77.0580042,0,0,0,0,0,0,0,20520,510,0,175,7,190,24,20605,0,3,13
MD358,262.0882353,20.53344413,2.701242089,16.18913942,D,Mature_forest,189,1,7230,36mo,Castanopsis_mekongensis,down,7230,12/11/2011,0.913873995,0.714593611,Coll_6,26/12/2014,0.509135802,0.6328125,,0.619035765,11.4444224,1,519,24,0,0,930,0,4469,2050,0,1786,27,250,20,12967,0,927,82
MD359,159.25,11.51125219,2.272942467,12.61942946,D,Mature_forest,189,9,7228,36mo,Castanopsis_mekongensis,down,7228,12/11/2011,0.913873995,0.714593611,Coll_6,26/12/2014,0.526590909,0.389380531,,0.619035765,45.5102138,0,4,0,0,0,334,0,10,8409,0,237,2,994,355,28770,0,4,3059
MD36,156.4761905,14.33293846,3.256050748,12.50904435,M,Mature_forest,75,9,7288,18mo,Castanopsis_mekongensis,down,7288,01/11/2011,0.811723304,0.715533522,Coll_4,26/05/2013,0.371287129,0.507537688,,0.600673801,29.0686359,1,0,0,0,0,597,0,3025,2303,0,85,1,2068,33,7149,0,226,25
MD360,298.8409091,10.40832555,3.005828882,17.28701562,7,Mature_forest,192,1,7152,36mo,Litsea_cubeba,down,7152,24/11/2011,0.884082833,0.409380487,Coll_6,18/12/2014,3.63969697,0.192982456,,0.372801608,52.859879,0,0,32,0,0,52,0,3232,8124,0,566,2,380,317,16200,0,1523,177
MD361,372.6851852,22.31301504,2.26747659,19.30505595,7,Mature_forest,192,3,7151,36mo,Litsea_cubeba,down,7151,24/11/2011,0.884082833,0.409380487,Coll_6,18/12/2014,4.959230769,0.295454545,,0.372801608,27.8288645,0,0,0,0,0,154,0,110,19626,4,157,15,2504,8809,5795,0,33,47
MD363,295.6666667,29.257115,1.811009359,17.1949605,8,Mature_forest,192,7,7157,36mo,Litsea_cubeba,down,7157,24/11/2011,1.29868396,0.391824228,Coll_6,18/12/2014,2.581923077,0.179310345,,0.352814508,54.2370453,0,0,9,0,0,21,0,1502,5660,0,79,218,52,100,2301,0,1381,18454
MD364,221.5555556,19.02490269,1.944412183,14.88474237,8,Mature_forest,192,9,7158,36mo,Litsea_cubeba,down,7158,24/11/2011,1.29868396,0.391824228,Coll_6,18/12/2014,4.137,0.202702703,,0.352814508,48.26693,0,0,0,0,0,126,0,237,9228,13,73,15,101,181,21661,0,3,758
MD365,115,9.257122728,1.814471417,10.72380529,O,Mature_forest,192,9,7407,36mo,Castanopsis_mekongensis,down,7407,24/11/2011,0.76403105,0.817441599,Coll_6,18/12/2014,1.171383399,0.379310345,,0.667721664,53.5978661,0,0,0,0,0,13,0,64,584,0,30,9,752,4670,9303,0,16,3242
MD366,191,10.8219387,1.231716695,13.82027496,O,Mature_forest,192,1,7404,36mo,Castanopsis_mekongensis,down,7404,24/11/2011,0.76403105,0.817441599,Coll_6,18/12/2014,1.653333333,0.302521008,,0.667721664,62.9917283,0,0,0,0,0,4,0,451,6245,0,8,7,90,43,57091,0,303,73
MD367,184.75,12.00239482,2.168114176,13.59227722,O,Mature_forest,192,3,7410,36mo,Castanopsis_mekongensis,down,7410,24/11/2011,0.76403105,0.817441599,Coll_6,18/12/2014,0.955153846,0.580357143,,0.667721664,29.0032286,0,0,0,0,0,11,0,1229,4154,0,212,40,249,344,17020,0,3,130
MD369,153,32.9601475,2.314355551,12.36931688,13,Open_land,207,1,7190,36mo,Litsea_cubeba,down,7190,11/11/2011,0.889346725,0.423769508,Coll_6,25/12/2014,2.683478261,0.17037037,,0.385014543,59.7964535,0,0,0,0,0,12,0,159,1306,0,2,0,1376,156,3900,0,79,727
MD37,127.6666667,16.94118227,3.018808856,11.2989675,M,Mature_forest,75,3,7290,18mo,Castanopsis_mekongensis,down,7290,01/11/2011,0.811723304,0.715533522,Coll_4,26/05/2013,0.519774011,0.537993921,,0.600673801,24.8121989,1,0,0,0,0,711,0,1450,2141,0,1030,248,2063,90,6028,0,1996,0
MD370,292,15.80336381,2.482382175,17.08800749,14,Open_land,207,9,7304,36mo,Litsea_cubeba,down,7304,11/11/2011,1.329788139,0.413067163,Coll_6,25/12/2014,6.771052632,0.220930233,,0.371073154,46.514695,0,0,0,0,0,462,0,47,8158,0,531,243,768,12695,8094,0,1,10248
MD374,78.5,4.723167145,1.454842683,8.860022573,C,Open_land,207,9,7217,36mo,Castanopsis_mekongensis,down,7217,11/11/2011,0.751553444,0.746104098,Coll_6,25/12/2014,1.788076923,0.322981366,,0.647518258,56.7109513,0,0,0,0,0,6,0,2465,177,2,18,25,7793,15,2872,0,19,586
MD375,83,4.534788259,2.028400681,9.110433579,C,Open_land,207,1,7220,36mo,Castanopsis_mekongensis,down,7220,11/11/2011,0.751553444,0.746104098,Coll_6,25/12/2014,2.246451613,0.219858156,,0.647518258,70.5325093,1,0,0,0,0,3,0,34,11511,0,6,8,6027,16,15937,0,0,564
MD376,173.1363636,10.00430288,2.524798925,13.15812918,D,Open_land,207,3,7227,36mo,Castanopsis_mekongensis,down,7227,11/11/2011,0.913873995,0.714593611,Coll_6,25/12/2014,1.380882353,0.419753086,,0.619035765,41.2598881,0,0,1,0,0,466,0,1476,6276,0,47,16,651,16,8343,0,327,331
MD378,109.0909091,5.293350512,1.913752572,10.44465936,12,Mature_forest,214,3,7184,36mo,Litsea_cubeba,down,7184,13/11/2011,1.764585214,0.413384892,Coll_6,26/12/2014,2.572631579,0.306451613,,0.373021946,25.8677279,0,0,0,0,0,14,0,25966,4399,0,45,37,1414,2656,700,0,25693,4969
MD379,250.2608696,15.81641769,2.239553765,15.81963557,12,Mature_forest,214,1,7182,36mo,Litsea_cubeba,down,7182,13/11/2011,1.764585214,0.413384892,Coll_6,26/12/2014,3.605,0.183908046,,0.373021946,55.5116673,0,0,0,0,0,57,0,59,4521,0,5618,15,1336,26945,7468,0,22,10565
MD38,325.8076923,15.46831565,3.048174683,18.05014383,M,Mature_forest,75,5,7287,18mo,Castanopsis_mekongensis,down,7287,01/11/2011,0.811723304,0.715533522,Coll_4,26/05/2013,0.282608696,0.455445545,,0.600673801,36.3488181,1,34,0,5,0,82,0,84,7298,5,1144,445,1038,85,8066,0,169,290
MD381,463.1081081,29.07573268,3.181765782,21.51994675,12,Mature_forest,214,9,7181,36mo,Litsea_cubeba,down,7181,13/11/2011,1.764585214,0.413384892,Coll_6,26/12/2014,2.56030303,0.314285714,,0.373021946,23.9726173,1,0,376,0,0,37,0,580,12762,1,1656,24,4213,140,31134,0,192,4315
MD382,249.5357143,7.559326635,2.471587833,15.79669947,12,Mature_forest,214,7,7180,36mo,Litsea_cubeba,down,7180,13/11/2011,1.764585214,0.413384892,Coll_6,26/12/2014,4.504444444,0.193548387,,0.373021946,53.1796177,0,0,123,0,0,160,0,6788,5409,0,84,10,117,213,12202,0,610,15312
MD383,136.25,8.653956061,0.415916056,11.67261753,A,Mature_forest,214,1,7209,36mo,Castanopsis_mekongensis,down,7209,13/11/2011,0.752907305,0.613854524,Coll_6,26/12/2014,1.513513514,0.480519481,,0.536089338,21.7209516,0,0,10,0,0,9,0,34,479,0,88,4,531,64,28557,0,24,41
MD385,180.9545455,8.13413549,2.136843414,13.45193464,A,Mature_forest,214,9,7205,36mo,Castanopsis_mekongensis,down,7205,13/11/2011,0.752907305,0.613854524,Coll_6,26/12/2014,1.239555556,0.523255814,,0.536089338,14.7589871,0,69,14774,0,0,137,0,255,10731,0,1481,34,1700,2649,16575,0,4,185
MD386,226.4545455,20.38425154,2.129013994,15.04840674,C,Mature_forest,214,3,7224,36mo,Castanopsis_mekongensis,down,7224,13/11/2011,0.751553444,0.746104098,Coll_6,26/12/2014,2.436785714,0.29787234,,0.647518258,60.0763029,0,11,2224,0,0,27,0,1689,5130,0,17434,9,7629,64,8750,0,43,91
MD387,86,5.056029812,0.353953925,9.273618495,C,Mature_forest,214,7,7223,36mo,Castanopsis_mekongensis,down,7223,13/11/2011,0.751553444,0.746104098,Coll_6,26/12/2014,2.273928571,0.28,,0.647518258,62.4717247,0,0,4,0,0,17,0,27121,870,0,26,39,230,55,27291,0,12,42
MD388,218,26.1674899,2.109742863,14.76482306,1,Mature_forest,217,3,7101,36mo,Litsea_cubeba,down,7101,24/11/2011,0.606288944,0.456626745,Coll_6,15/01/2015,2.466666667,0.182926829,,0.413048032,59.9395281,0,0,1,0,0,36,0,11,4767,0,168,679,4907,1653,14278,0,18,314
MD39,159.0909091,13.65964368,1.462188287,12.61312448,M,Mature_forest,75,7,7289,18mo,Castanopsis_mekongensis,down,7289,01/11/2011,0.811723304,0.715533522,Coll_4,26/05/2013,0.62745098,0.53125,,0.600673801,25.7547014,1,0,0,0,0,252,0,11,17912,0,1098,151,106,20,5640,0,12,2
MD391,215.1153846,13.44078642,2.37474789,14.66681235,8,Mature_forest,217,7,7154,36mo,Litsea_cubeba,down,7154,24/11/2011,1.29868396,0.391824228,Coll_6,15/01/2015,5.862068966,0.124463519,,0.352814508,68.2348589,0,0,6,0,0,10246,0,157,6867,1,111,12,661,289,36743,0,1946,779
MD393,183.5882353,18.67422575,1.552830634,13.54947362,O,Mature_forest,217,3,7409,36mo,Castanopsis_mekongensis,down,7409,24/11/2011,0.76403105,0.817441599,Coll_6,15/01/2015,0.945945946,0.560606061,,0.667721664,31.4194359,0,0,1,0,0,12,0,1611,9522,3,30,17,69,13,24278,0,185,137
MD394,269.24,16.66166612,2.334961995,16.40853436,O,Mature_forest,217,9,7408,36mo,Castanopsis_mekongensis,down,7408,24/11/2011,0.76403105,0.817441599,Coll_6,15/01/2015,4,0.215189873,,0.667721664,73.6751992,0,0,410,0,0,19,0,16691,3016,0,29,6,127,161,31234,0,2571,258
MD395,196.3703704,16.93538578,2.359698567,14.01322127,O,Mature_forest,217,1,7403,36mo,Castanopsis_mekongensis,down,7403,24/11/2011,0.76403105,0.817441599,Coll_6,15/01/2015,6.434782609,0.14556962,,0.667721664,82.1920465,0,0,10426,0,0,5,0,3952,5543,0,456,0,1628,770,23560,0,211,32
MD397,226.15,15.07974317,2.465920935,15.03828448,O,Mature_forest,217,7,7406,36mo,Castanopsis_mekongensis,down,7406,24/11/2011,0.76403105,0.817441599,Coll_6,15/01/2015,1.25,0.291970803,,0.667721664,64.2823654,0,0,238,0,0,25,0,8552,2351,0,7739,8,1020,89,4855,0,8547,19
MD398,209.6896552,13.83163218,1.874917801,14.48066487,12,Regenerating_forest,234,7,7187,36mo,Litsea_cubeba,down,7187,13/11/2011,1.764585214,0.413384892,Coll_6,27/12/2014,1.765294118,0.186813187,,0.373021946,54.8088983,0,0,8,0,0,18,0,304,1929,0,38,8,9708,5259,8994,0,93,237
MD399,374.0714286,23.08973771,3.017205267,19.34092626,12,Regenerating_forest,234,9,7178,36mo,Litsea_cubeba,down,7178,13/11/2011,1.764585214,0.413384892,Coll_6,27/12/2014,3.930666667,0.212765957,,0.373021946,48.5307854,0,0,0,0,0,39,0,66,10312,0,525,11,479,204,10045,0,44,735
MD4,422.6515152,11.82431336,2.983327403,20.5584901,15,Regenerating_forest,7,9,7306,18mo,Litsea_cubeba,down,7306,06/11/2011,0.890905599,0.415838026,Coll_4,31/05/2013,0.899848255,0.421086262,,0.373815336,7.2013397,1,0,3,0,46,1410,0,97,29964,0,1561,37,6000,94,3915,0,21,2558
MD40,284.4,24.16191012,2.545254194,16.86416319,N,Mature_forest,75,1,7292,18mo,Castanopsis_mekongensis,down,7292,01/11/2011,0.687241094,0.69415689,Coll_4,26/05/2013,0.734693878,0.567567568,,0.588120645,18.2364137,1,44,40,0,0,481,0,286,7326,0,208,525,197,98,14421,0,334,144
MD400,481,26.47808512,3.962146334,21.9317122,12,Regenerating_forest,234,1,7185,36mo,Litsea_cubeba,down,7185,13/11/2011,1.764585214,0.413384892,Coll_6,27/12/2014,3.613333333,0.141176471,,0.373021946,65.8486622,0,0,1144,0,0,173,0,125,6064,0,284,4,38,37,3498,0,4613,750
MD401,155.0769231,14.64019022,2.310478721,12.45298852,12,Regenerating_forest,234,3,7183,36mo,Litsea_cubeba,down,7183,13/11/2011,1.764585214,0.413384892,Coll_6,27/12/2014,4.203846154,0.262626263,,0.373021946,36.4693127,0,0,0,0,0,4618,0,0,14637,0,218,6,5243,9831,9838,0,11,482
MD403,134,20.56821861,1.625304556,11.5758369,A,Regenerating_forest,234,9,7207,36mo,Castanopsis_mekongensis,down,7207,13/11/2011,0.752907305,0.613854524,Coll_6,27/12/2014,1.778666667,0.444444444,,0.536089338,27.597757,0,0,0,0,0,15,0,24,281,5,925,2,3976,35,6174,0,27,12064
MD404,160.7692308,20.99686097,1.550247681,12.6794807,A,Regenerating_forest,234,1,7206,36mo,Castanopsis_mekongensis,down,7206,13/11/2011,0.752907305,0.613854524,Coll_6,27/12/2014,2.057352941,0.311926606,,0.536089338,49.1855818,0,3,0,0,0,33,0,2059,422,0,328,29,10473,57,34008,0,28,111
MD405,151.5,24.03916698,1.614079454,12.30853363,A,Regenerating_forest,234,3,7203,36mo,Castanopsis_mekongensis,down,7203,13/11/2011,0.752907305,0.613854524,Coll_6,27/12/2014,1.554242424,0.372881356,,0.536089338,39.2557452,0,0,7,0,0,1,0,332,119,0,14491,1861,6465,109,5010,0,2,51
MD407,232.05,21.13802738,2.523213105,15.23318745,C,Regenerating_forest,234,7,7225,36mo,Castanopsis_mekongensis,down,7225,13/11/2011,0.751553444,0.746104098,Coll_6,27/12/2014,1.050677966,0.409722222,,0.647518258,45.085113,0,1,3,0,0,879,0,10,12761,0,37,8,7227,5560,7746,0,11,583
MD409,337.5227273,11.65528686,3.296882607,18.37179162,4,Mature_forest,240,3,7132,36mo,Litsea_cubeba,down,7132,26/10/2011,0.542524377,0.442314604,Coll_6,13/01/2015,1.153846154,0.414893617,,0.491523919,6.1994306,1,25,0,0,0,722,0,41,2756,0,1040,38,1953,780,7543,0,2247,146
MD41,384.0298507,14.90952092,2.670001395,19.59667958,11,Regenerating_forest,83,9,7172,18mo,Litsea_cubeba,down,7172,05/11/2011,0.562187613,0.452207809,Coll_4,14/06/2013,0.870967742,0.470588235,,0.41222491,14.6846955,1,4,6,0,0,236,0,5082,6668,0,225,104,1094,244,5382,0,5074,189
MD410,128.6666667,19.54012666,1.760287315,11.34313302,4,Mature_forest,240,1,7129,36mo,Litsea_cubeba,down,7129,26/10/2011,0.542524377,0.442314604,Coll_6,13/01/2015,2.526315789,0.228915663,,0.491523919,48.2459632,0,0,1,0,0,1,0,111,870,0,86,11,14,52,21072,0,370,2047
MD411,148.1428571,10.47611553,1.266728163,12.17139504,4,Mature_forest,240,9,7130,36mo,Litsea_cubeba,down,7130,26/10/2011,0.542524377,0.442314604,Coll_6,13/01/2015,1.533333333,0.361445783,,0.491523919,18.2830999,0,2,0,0,0,27,0,34,417,0,118,12,128,19469,3879,0,7,330
MD412,284.7575758,15.07060617,2.657443316,16.8747615,4,Mature_forest,240,7,7131,36mo,Litsea_cubeba,down,7131,26/10/2011,0.542524377,0.442314604,Coll_6,13/01/2015,2.379310345,0.271028037,,0.491523919,38.7250535,1,13,9,0,0,1592,0,3651,4223,0,994,18,3301,516,18709,0,2991,144
MD414,151.1428571,11.46697365,2.832184782,12.29401713,R,Mature_forest,240,9,7424,36mo,Castanopsis_mekongensis,down,7424,26/10/2011,0.8977718,0.750383991,Coll_6,13/01/2015,0.769230769,0.454545455,,0.620811095,39.424953,0,145,0,0,0,256,0,1497,3248,0,357,545,3090,3223,7397,0,125,1084
MD415,257.4736842,11.58466915,3.287962984,16.04598655,R,Mature_forest,240,3,7423,36mo,Castanopsis_mekongensis,down,7423,26/10/2011,0.8977718,0.750383991,Coll_6,13/01/2015,1.419354839,0.25203252,,0.620811095,66.4128602,0,0,0,0,0,58,0,5880,11805,0,5055,383,1334,27,9134,0,462,293
MD416,220,10.46310859,2.351715067,14.83239697,R,Mature_forest,240,1,7422,36mo,Castanopsis_mekongensis,down,7422,26/10/2011,0.8977718,0.750383991,Coll_6,13/01/2015,3.965517241,0.194630872,,0.620811095,74.0624966,1,0,315,0,0,296,0,18445,1873,0,528,12,374,13,22415,0,89,1307
MD417,149.7727273,4.881123845,2.370272367,12.23816683,R,Mature_forest,240,7,7426,36mo,Castanopsis_mekongensis,down,7426,26/10/2011,0.8977718,0.750383991,Coll_6,13/01/2015,1.71875,0.307692308,,0.620811095,58.9953528,0,0,0,0,0,7,3,10382,10369,0,5031,26,691,267,12971,0,52,256
MD418,594.6582278,26.77028387,3.537538205,24.38561518,10,Regenerating_forest,259,9,7168,36mo,Litsea_cubeba,down,7168,26/10/2011,1.0867937,0.326324491,Coll_6,16/01/2015,4.380952381,0.185840708,,0.225638094,43.0503339,0,13,0,0,0,819,0,126,15944,0,3933,182,9072,345,11976,0,57,376
MD42,253,13.54082183,2.818953823,15.90597372,16,Regenerating_forest,83,5,7319,18mo,Litsea_cubeba,down,7319,05/11/2011,1.200681721,0.395367446,Coll_4,14/06/2013,1.37366548,0.376171352,,0.359211785,4.8552541,1,0,64,0,6,128,0,111,2146,0,187,273,156,2829,7106,0,102,100
MD420,149.6,15.11931138,2.16196354,12.23110788,10,Regenerating_forest,259,3,7171,36mo,Litsea_cubeba,down,7171,26/10/2011,1.0867937,0.326324491,Coll_6,16/01/2015,0.235294118,0.209876543,,0.225638094,35.6847099,1,0,0,0,0,7238,0,84,14659,0,961,103,598,642,12572,0,16,693
MD421,277.5,6.948710341,2.511564132,16.65833125,4,Regenerating_forest,259,1,7128,36mo,Litsea_cubeba,down,7128,26/10/2011,0.542524377,0.442314604,Coll_6,16/01/2015,0.592592593,0.310344828,,0.491523919,29.8361788,0,7,0,0,0,527,0,13843,4434,0,130,162,503,92,18438,0,153,1984
MD422,170.3913043,12.01394481,1.950134994,13.05340202,4,Regenerating_forest,259,7,7127,36mo,Litsea_cubeba,down,7127,26/10/2011,0.542524377,0.442314604,Coll_6,16/01/2015,1.470588235,0.330097087,,0.491523919,25.3705204,1,0,17,0,0,2625,0,256,3971,0,55,2,225,10756,3573,0,2432,27
MD424,343.75,15.74114676,2.839518468,18.54049622,R,Regenerating_forest,259,7,7427,36mo,Castanopsis_mekongensis,down,7427,26/10/2011,0.8977718,0.750383991,Coll_6,16/01/2015,0.610169492,0.513043478,,0.620811095,31.629208,1,138,8,1,0,139,0,3838,6664,1,5582,350,1066,2717,26823,0,76,103
MD425,405.3095238,29.15296753,2.961859044,20.13230051,T,Regenerating_forest,259,1,7441,36mo,Castanopsis_mekongensis,down,7441,26/10/2011,0.802478179,0.801869708,Coll_6,16/01/2015,0.919354839,0.62,,0.659859836,22.6807056,1,59,21,0,0,189,0,578,20030,0,139,27,1349,32,6692,0,107,289
MD426,136.6153846,8.646194362,1.611485969,11.68825841,19,Regenerating_forest,271,9,7328,36mo,Litsea_cubeba,down,7328,09/11/2011,1.234903434,0.407485222,Coll_6,14/01/2015,1.944444444,0.219512195,,0.370815645,46.1300231,1,0,0,0,0,514,0,2800,1298,0,758,659,798,186,21275,0,139,63
MD427,400.2857143,39.43069305,3.238868678,20.00714158,19,Regenerating_forest,271,3,7332,36mo,Litsea_cubeba,down,7332,09/11/2011,1.234903434,0.407485222,Coll_6,14/01/2015,2.888888889,0.236842105,,0.370815645,41.8771302,0,0,3,0,0,94,0,657,4299,0,101,10,589,472,2680,0,44,3293
MD428,116.7727273,3.503486334,1.885260914,10.80614303,19,Regenerating_forest,271,1,7331,36mo,Litsea_cubeba,down,7331,09/11/2011,1.234903434,0.407485222,Coll_6,14/01/2015,2.724137931,0.273584906,,0.370815645,32.8601649,0,0,0,0,0,26,0,314,6214,0,174,3,7138,13,755,0,497,320
MD43,250.7857143,10.3021722,2.954322602,15.83621528,16,Regenerating_forest,83,7,7315,18mo,Litsea_cubeba,down,7315,05/11/2011,1.200681721,0.395367446,Coll_4,14/06/2013,2.054945055,0.305711086,,0.359211785,22.6767178,1,0,5,0,0,324,0,27,12581,0,499,72,76,17,2524,0,5063,355
MD430,227.3703704,21.98898329,2.737324896,15.07880534,19,Regenerating_forest,271,7,7330,36mo,Litsea_cubeba,down,7330,09/11/2011,1.234903434,0.407485222,Coll_6,14/01/2015,1.685714286,0.221518987,,0.370815645,45.6375409,0,0,0,0,0,11,0,285,5582,0,627,48,1461,157,1328,0,4,603
MD431,59.5,14.73227464,1.719371042,7.71362431,H,Regenerating_forest,271,9,7250,36mo,Castanopsis_mekongensis,down,7250,09/11/2011,0.643164529,0.784163343,Coll_6,14/01/2015,1.102941176,0.393063584,,0.66598153,49.8747821,0,0,0,0,0,2,0,323,2440,0,5,3,6595,0,1925,0,1223,1355
MD432,252.64,27.26114333,2.066495534,15.89465319,H,Regenerating_forest,271,7,7254,36mo,Castanopsis_mekongensis,down,7254,09/11/2011,0.643164529,0.784163343,Coll_6,14/01/2015,1.011627907,0.472527473,,0.66598153,39.7411934,1,6,1,0,0,18,0,50,6724,0,83,71,11361,51,854,0,27,107
MD433,150.7894737,12.75985618,2.391789077,12.27963655,H,Regenerating_forest,271,1,7255,36mo,Castanopsis_mekongensis,down,7255,09/11/2011,0.643164529,0.784163343,Coll_6,14/01/2015,1.25,0.433333333,,0.66598153,44.7394045,1,0,39,0,0,336,0,5230,897,0,10209,12,3124,45,15241,0,3,519
MD436,183.2857143,14.92642627,2.506824341,13.53830544,9,Open_land,357,3,7165,36mo,Litsea_cubeba,down,7165,25/11/2011,0.809196775,0.389271496,Coll_6,14/01/2015,1.256410256,0.291044776,,0.347127569,25.2334736,0,0,9,0,0,40,0,194,6010,0,2195,5,3840,3034,1763,0,8,15367
MD438,280.516129,14.68781608,2.225925418,16.74861573,9,Open_land,357,7,7166,36mo,Litsea_cubeba,down,7166,25/11/2011,0.809196775,0.389271496,Coll_6,14/01/2015,1.5,0.36,,0.347127569,7.519558,0,0,1,0,0,1728,0,51,10283,0,52,69,17377,1179,3987,0,1,11902
MD439,112,2.751103675,2.057307581,10.58300524,9,Open_land,357,1,7162,36mo,Litsea_cubeba,down,7162,25/11/2011,0.809196775,0.389271496,Coll_6,14/01/2015,4.666666667,0.32,,0.347127569,17.7951627,0,0,0,0,0,25,0,247,1166,0,41,0,10377,6210,842,0,18,8535
MD44,255.4347826,15.24557124,2.9166213,15.9823272,6,Regenerating_forest,83,3,7143,18mo,Litsea_cubeba,down,7143,05/11/2011,0.555765033,0.439224232,Coll_4,14/06/2013,0.666666667,0.333333333,,0.40114636,24.1086195,1,3,1,0,0,1055,0,201,19108,0,3852,100,513,2,3600,0,2033,3117
